fl_date,op_unique_carrier,tail_num,op_carrier_fl_num,origin,dest,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,share_code,origin_city,origin_state,dest_city,dest_state,arr_date,dep_datetime,arr_datetime,fl_month,fl_weekday,day_num_of_flights,num_flights_24hr,inbound_fl
2018-01-02 00:00:00,DL,N308DE,1124,ATL,RIC,17:25:00,1724.0,-1.0,11.0,1735.0,1836.0,4.0,18:55:00,1840.0,-15.0,0.0,,0.0,N,90.0,76.0,61.0,481.0,,,,,,,,,,0,Atlanta, GA,Richmond, VA,2018-01-02 00:00:00,2018-01-02 17:25:00,2018-01-02 18:55:00,1,1,9,18,0
2018-01-02 00:00:00,DL,N308DE,1124,RIC,ATL,19:30:00,1923.0,-7.0,13.0,1936.0,2054.0,22.0,21:32:00,2116.0,-16.0,0.0,,0.0,N,122.0,113.0,78.0,481.0,,,,,,,,,,0,Richmond, VA,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 19:30:00,2018-01-02 21:32:00,1,1,1,2,1
2018-01-02 00:00:00,DL,N342NB,1125,CLT,ATL,19:05:00,1911.0,6.0,21.0,1932.0,2017.0,11.0,20:29:00,2028.0,-1.0,0.0,,0.0,N,84.0,77.0,45.0,226.0,,,,,,,,,,0,Charlotte, NC,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 19:05:00,2018-01-02 20:29:00,1,1,1,1,0
2018-01-02 00:00:00,DL,N988DL,1126,BNA,DTW,18:43:00,1931.0,48.0,13.0,1944.0,2150.0,7.0,21:25:00,2157.0,32.0,0.0,,0.0,N,102.0,86.0,66.0,456.0,3.0,0.0,23.0,0.0,6.0,1850.0,1.0,1.0,,0,Nashville, TN,Detroit, MI,2018-01-02 00:00:00,2018-01-02 18:43:00,2018-01-02 21:25:00,1,1,1,1,0
2018-01-02 00:00:00,DL,N951DL,1127,ATL,IND,09:11:00,910.0,-1.0,15.0,925.0,1030.0,5.0,10:42:00,1035.0,-7.0,0.0,,0.0,N,91.0,85.0,65.0,432.0,,,,,,,,,,0,Atlanta, GA,Indianapolis, IN,2018-01-02 00:00:00,2018-01-02 09:11:00,2018-01-02 10:42:00,1,1,9,14,0
2018-01-02 00:00:00,DL,N951DL,1127,IND,ATL,11:22:00,1122.0,0.0,12.0,1134.0,1236.0,7.0,13:05:00,1243.0,-22.0,0.0,,0.0,N,103.0,81.0,62.0,432.0,,,,,,,,,,0,Indianapolis, IN,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 11:22:00,2018-01-02 13:05:00,1,1,1,2,1
2018-01-02 00:00:00,DL,N876DN,1128,ATL,LAX,21:30:00,2243.0,73.0,16.0,2259.0,18.0,12.0,23:37:00,30.0,53.0,0.0,,0.0,N,307.0,287.0,259.0,1947.0,44.0,0.0,0.0,0.0,9.0,2209.0,28.0,28.0,,0,Atlanta, GA,Los Angeles, CA,2018-01-02 00:00:00,2018-01-02 21:30:00,2018-01-02 23:37:00,1,1,9,13,0
2018-01-02 00:00:00,DL,N665DN,1130,ATL,MSP,22:30:00,2228.0,-2.0,18.0,2246.0,2353.0,3.0,00:16:00,2356.0,-20.0,0.0,,0.0,N,166.0,148.0,127.0,907.0,,,,,,,,,,0,Atlanta, GA,Minneapolis, MN,2018-01-03 00:00:00,2018-01-02 22:30:00,2018-01-03 00:16:00,1,1,9,13,0
2018-01-02 00:00:00,DL,N926AT,1132,ATL,CID,21:22:00,2119.0,-3.0,12.0,2131.0,2212.0,7.0,22:43:00,2219.0,-24.0,0.0,,0.0,N,141.0,120.0,101.0,694.0,,,,,,,,,,0,Atlanta, GA,Cedar Rapids/Iowa City, IA,2018-01-02 00:00:00,2018-01-02 21:22:00,2018-01-02 22:43:00,1,1,9,13,0
2018-01-02 00:00:00,DL,N3757D,1133,SLC,SEA,09:32:00,929.0,-3.0,18.0,947.0,1031.0,40.0,11:05:00,1111.0,6.0,0.0,,0.0,N,153.0,162.0,104.0,689.0,,,,,,,,,,0,Salt Lake City, UT,Seattle, WA,2018-01-02 00:00:00,2018-01-02 09:32:00,2018-01-02 11:05:00,1,1,2,3,0
2018-01-02 00:00:00,DL,N980DL,1134,ATL,PBI,09:02:00,900.0,-2.0,13.0,913.0,1035.0,4.0,10:50:00,1039.0,-11.0,0.0,,0.0,N,108.0,99.0,82.0,545.0,,,,,,,,,,0,Atlanta, GA,West Palm Beach/Palm Beach, FL,2018-01-02 00:00:00,2018-01-02 09:02:00,2018-01-02 10:50:00,1,1,9,14,0
2018-01-02 00:00:00,DL,N980DL,1134,PBI,ATL,11:30:00,1130.0,0.0,16.0,1146.0,1311.0,9.0,13:28:00,1320.0,-8.0,0.0,,0.0,N,118.0,110.0,85.0,545.0,,,,,,,,,,0,West Palm Beach/Palm Beach, FL,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 11:30:00,2018-01-02 13:28:00,1,1,1,2,1
2018-01-02 00:00:00,DL,N964DN,1135,JAX,MSP,14:37:00,1428.0,-9.0,14.0,1442.0,1628.0,5.0,16:59:00,1633.0,-26.0,0.0,,0.0,N,202.0,185.0,166.0,1174.0,,,,,,,,,,0,Jacksonville, FL,Minneapolis, MN,2018-01-02 00:00:00,2018-01-02 14:37:00,2018-01-02 16:59:00,1,1,1,2,1
2018-01-02 00:00:00,DL,N964DN,1135,MSP,JAX,09:50:00,950.0,0.0,13.0,1003.0,1337.0,4.0,13:57:00,1341.0,-16.0,0.0,,0.0,N,187.0,171.0,154.0,1174.0,,,,,,,,,,0,Minneapolis, MN,Jacksonville, FL,2018-01-02 00:00:00,2018-01-02 09:50:00,2018-01-02 13:57:00,1,1,2,3,0
2018-01-02 00:00:00,DL,N971DL,1136,ATL,RSW,14:05:00,1401.0,-4.0,13.0,1414.0,1526.0,4.0,15:45:00,1530.0,-15.0,0.0,,0.0,N,100.0,89.0,72.0,515.0,,,,,,,,,,0,Atlanta, GA,Fort Myers, FL,2018-01-02 00:00:00,2018-01-02 14:05:00,2018-01-02 15:45:00,1,1,9,18,0
2018-01-02 00:00:00,DL,N971DL,1136,RSW,ATL,16:25:00,1617.0,-8.0,16.0,1633.0,1755.0,7.0,18:23:00,1802.0,-21.0,0.0,,0.0,N,118.0,105.0,82.0,515.0,,,,,,,,,,0,Fort Myers, FL,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 16:25:00,2018-01-02 18:23:00,1,1,1,2,1
2018-01-02 00:00:00,DL,N927DA,1137,RDU,ATL,06:00:00,604.0,4.0,26.0,630.0,731.0,3.0,07:31:00,734.0,3.0,0.0,,0.0,N,91.0,90.0,61.0,356.0,,,,,,,,,,0,Raleigh/Durham, NC,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 06:00:00,2018-01-02 07:31:00,1,1,1,1,0
2018-01-02 00:00:00,DL,N775DE,1138,ATL,CVG,16:45:00,1643.0,-2.0,11.0,1654.0,1751.0,5.0,18:12:00,1756.0,-16.0,0.0,,0.0,N,87.0,73.0,57.0,373.0,,,,,,,,,,0,Atlanta, GA,Cincinnati, OH,2018-01-02 00:00:00,2018-01-02 16:45:00,2018-01-02 18:12:00,1,1,9,18,0
2018-01-02 00:00:00,DL,N940DN,1139,MSP,OMA,20:39:00,2035.0,-4.0,40.0,2115.0,2156.0,4.0,22:00:00,2200.0,0.0,0.0,,0.0,N,81.0,85.0,41.0,282.0,,,,,,,,,,0,Minneapolis, MN,Omaha, NE,2018-01-02 00:00:00,2018-01-02 20:39:00,2018-01-02 22:00:00,1,1,2,4,0
2018-01-02 00:00:00,DL,N696DL,1140,LAX,ATL,12:00:00,1208.0,8.0,22.0,1230.0,1902.0,9.0,19:14:00,1911.0,-3.0,0.0,,0.0,N,254.0,243.0,212.0,1947.0,,,,,,,,,,0,Los Angeles, CA,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 12:00:00,2018-01-02 19:14:00,1,1,2,4,0
2018-01-02 00:00:00,DL,N952DN,1142,PDX,SLC,18:40:00,1834.0,-6.0,10.0,1844.0,2108.0,5.0,21:30:00,2113.0,-17.0,0.0,,0.0,N,110.0,99.0,84.0,630.0,,,,,,,,,,0,Portland, OR,Salt Lake City, UT,2018-01-02 00:00:00,2018-01-02 18:40:00,2018-01-02 21:30:00,1,1,2,4,1
2018-01-02 00:00:00,DL,N952DN,1142,SLC,PDX,16:50:00,1640.0,-10.0,13.0,1653.0,1724.0,6.0,18:00:00,1730.0,-30.0,0.0,,0.0,N,130.0,110.0,91.0,630.0,,,,,,,,,,0,Salt Lake City, UT,Portland, OR,2018-01-02 00:00:00,2018-01-02 16:50:00,2018-01-02 18:00:00,1,1,2,3,0
2018-01-02 00:00:00,DL,N955AT,1144,LAX,PDX,12:50:00,1247.0,-3.0,10.0,1257.0,1449.0,4.0,15:28:00,1453.0,-35.0,0.0,,0.0,N,158.0,126.0,112.0,834.0,,,,,,,,,,0,Los Angeles, CA,Portland, OR,2018-01-02 00:00:00,2018-01-02 12:50:00,2018-01-02 15:28:00,1,1,2,4,0
2018-01-02 00:00:00,DL,N955AT,1144,PDX,LAX,16:03:00,1559.0,-4.0,20.0,1619.0,1815.0,6.0,18:30:00,1821.0,-9.0,0.0,,0.0,N,147.0,142.0,116.0,834.0,,,,,,,,,,0,Portland, OR,Los Angeles, CA,2018-01-02 00:00:00,2018-01-02 16:03:00,2018-01-02 18:30:00,1,1,2,4,1
2018-01-02 00:00:00,DL,N319NB,1145,DTW,BOS,15:55:00,1555.0,0.0,15.0,1610.0,1735.0,12.0,17:55:00,1747.0,-8.0,0.0,,0.0,N,120.0,112.0,85.0,632.0,,,,,,,,,,0,Detroit, MI,Boston, MA,2018-01-02 00:00:00,2018-01-02 15:55:00,2018-01-02 17:55:00,1,1,1,2,0
2018-01-02 00:00:00,DL,N905DL,1146,DAB,ATL,07:10:00,705.0,-5.0,14.0,719.0,815.0,7.0,08:42:00,822.0,-20.0,0.0,,0.0,N,92.0,77.0,56.0,366.0,,,,,,,,,,0,Daytona Beach, FL,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 07:10:00,2018-01-02 08:42:00,1,1,1,1,0
2018-01-02 00:00:00,DL,N896AT,1147,ATL,OKC,08:38:00,840.0,2.0,15.0,855.0,948.0,5.0,10:05:00,953.0,-12.0,0.0,,0.0,N,147.0,133.0,113.0,761.0,,,,,,,,,,0,Atlanta, GA,Oklahoma City, OK,2018-01-02 00:00:00,2018-01-02 08:38:00,2018-01-02 10:05:00,1,1,9,14,0
2018-01-02 00:00:00,DL,N896AT,1147,OKC,ATL,10:40:00,1038.0,-2.0,10.0,1048.0,1317.0,7.0,13:39:00,1324.0,-15.0,0.0,,0.0,N,119.0,106.0,89.0,761.0,,,,,,,,,,0,Oklahoma City, OK,Atlanta, GA,2018-01-02 00:00:00,2018-01-02 10:40:00,2018-01-02 13:39:00,1,1,1,2,1
2018-01-10 00:00:00,DL,N922AT,2206,GSP,ATL,14:56:00,1453.0,-3.0,18.0,1511.0,1550.0,5.0,16:02:00,1555.0,-7.0,0.0,,0.0,N,66.0,62.0,39.0,153.0,,,,,,,,,,0,Greer, SC,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 14:56:00,2018-01-10 16:02:00,1,2,1,1,0
2018-01-10 00:00:00,DL,N996DL,2208,ATL,IAH,21:58:00,2212.0,14.0,9.0,2221.0,2314.0,5.0,23:20:00,2319.0,-1.0,0.0,,0.0,N,142.0,127.0,113.0,689.0,,,,,,,,,,0,Atlanta, GA,Houston, TX,2018-01-10 00:00:00,2018-01-10 21:58:00,2018-01-10 23:20:00,1,2,7,13,0
2018-01-10 00:00:00,DL,N544US,2210,SEA,HNL,08:15:00,815.0,0.0,19.0,834.0,1238.0,3.0,13:02:00,1241.0,-21.0,0.0,,0.0,N,407.0,386.0,364.0,2677.0,,,,,,,,,,0,Seattle, WA,Honolulu, HI,2018-01-10 00:00:00,2018-01-10 08:15:00,2018-01-10 13:02:00,1,2,3,3,0
2018-01-10 00:00:00,DL,N957DL,2211,GRR,ATL,07:00:00,656.0,-4.0,10.0,706.0,843.0,6.0,09:20:00,849.0,-31.0,0.0,,0.0,N,140.0,113.0,97.0,640.0,,,,,,,,,,0,Grand Rapids, MI,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 07:00:00,2018-01-10 09:20:00,1,2,1,1,0
2018-01-10 00:00:00,DL,N776DE,2212,ATL,PNS,08:59:00,854.0,-5.0,9.0,903.0,846.0,4.0,09:15:00,850.0,-25.0,0.0,,0.0,N,76.0,56.0,43.0,271.0,,,,,,,,,,0,Atlanta, GA,Pensacola, FL,2018-01-10 00:00:00,2018-01-10 08:59:00,2018-01-10 09:15:00,1,2,7,15,0
2018-01-10 00:00:00,DL,N776DE,2212,PNS,ATL,09:55:00,946.0,-9.0,14.0,1000.0,1143.0,9.0,12:08:00,1152.0,-16.0,0.0,,0.0,N,73.0,66.0,43.0,271.0,,,,,,,,,,0,Pensacola, FL,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 09:55:00,2018-01-10 12:08:00,1,2,1,2,1
2018-01-10 00:00:00,DL,N334DN,2213,ATL,SAN,21:33:00,2132.0,-1.0,15.0,2147.0,2301.0,5.0,23:35:00,2306.0,-29.0,0.0,,0.0,N,302.0,274.0,254.0,1892.0,,,,,,,,,,0,Atlanta, GA,San Diego, CA,2018-01-10 00:00:00,2018-01-10 21:33:00,2018-01-10 23:35:00,1,2,7,14,0
2018-01-10 00:00:00,DL,N349NB,2214,MSP,JFK,20:30:00,2028.0,-2.0,22.0,2050.0,2358.0,5.0,00:22:00,3.0,-19.0,0.0,,0.0,N,172.0,155.0,128.0,1029.0,,,,,,,,,,0,Minneapolis, MN,New York, NY,2018-01-11 00:00:00,2018-01-10 20:30:00,2018-01-11 00:22:00,1,2,2,2,0
2018-01-10 00:00:00,DL,N545US,2215,SEA,HNL,17:35:00,1731.0,-4.0,17.0,1748.0,2211.0,7.0,22:05:00,2218.0,13.0,0.0,,0.0,N,390.0,407.0,383.0,2677.0,,,,,,,,,,0,Seattle, WA,Honolulu, HI,2018-01-10 00:00:00,2018-01-10 17:35:00,2018-01-10 22:05:00,1,2,3,3,0
2018-01-10 00:00:00,DL,N910DE,2216,OMA,ATL,07:00:00,655.0,-5.0,10.0,705.0,947.0,14.0,10:23:00,1001.0,-22.0,0.0,,0.0,N,143.0,126.0,102.0,821.0,,,,,,,,,,0,Omaha, NE,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 07:00:00,2018-01-10 10:23:00,1,2,1,1,0
2018-01-10 00:00:00,DL,N939AT,2217,DTW,ORD,15:40:00,1541.0,1.0,18.0,1559.0,1552.0,16.0,16:06:00,1608.0,2.0,0.0,,0.0,N,86.0,87.0,53.0,235.0,,,,,,,,,,0,Detroit, MI,Chicago, IL,2018-01-10 00:00:00,2018-01-10 15:40:00,2018-01-10 16:06:00,1,2,2,3,0
2018-01-10 00:00:00,DL,N939AT,2217,ORD,DTW,16:41:00,1651.0,10.0,14.0,1705.0,1918.0,7.0,19:09:00,1925.0,16.0,0.0,,0.0,N,88.0,94.0,73.0,235.0,8.0,0.0,6.0,0.0,2.0,,,,,0,Chicago, IL,Detroit, MI,2018-01-10 00:00:00,2018-01-10 16:41:00,2018-01-10 19:09:00,1,2,1,2,1
2018-01-10 00:00:00,DL,N545US,2218,HNL,SEA,23:20:00,2323.0,3.0,10.0,2333.0,629.0,8.0,07:08:00,637.0,-31.0,0.0,,0.0,N,348.0,314.0,296.0,2677.0,,,,,,,,,,0,Honolulu, HI,Seattle, WA,2018-01-11 00:00:00,2018-01-10 23:20:00,2018-01-11 07:08:00,1,2,1,3,1
2018-01-10 00:00:00,DL,N710TW,2218,SEA,JFK,07:40:00,738.0,-2.0,24.0,802.0,1532.0,16.0,16:05:00,1548.0,-17.0,0.0,,0.0,N,325.0,310.0,270.0,2422.0,,,,,,,,,,0,Seattle, WA,New York, NY,2018-01-10 00:00:00,2018-01-10 07:40:00,2018-01-10 16:05:00,1,2,3,3,0
2018-01-10 00:00:00,DL,N895AT,2220,DEN,SLC,19:13:00,1912.0,-1.0,19.0,1931.0,2036.0,7.0,20:59:00,2043.0,-16.0,0.0,,0.0,N,106.0,91.0,65.0,391.0,,,,,,,,,,0,Denver, CO,Salt Lake City, UT,2018-01-10 00:00:00,2018-01-10 19:13:00,2018-01-10 20:59:00,1,2,1,2,1
2018-01-10 00:00:00,DL,N895AT,2220,SLC,DEN,17:00:00,1654.0,-6.0,10.0,1704.0,1808.0,12.0,18:35:00,1820.0,-15.0,0.0,,0.0,N,95.0,86.0,64.0,391.0,,,,,,,,,,0,Salt Lake City, UT,Denver, CO,2018-01-10 00:00:00,2018-01-10 17:00:00,2018-01-10 18:35:00,1,2,1,2,0
2018-01-10 00:00:00,DL,N936AT,2221,MSP,MEM,08:50:00,846.0,-4.0,9.0,855.0,1034.0,5.0,11:10:00,1039.0,-31.0,0.0,,0.0,N,140.0,113.0,99.0,700.0,,,,,,,,,,0,Minneapolis, MN,Memphis, TN,2018-01-10 00:00:00,2018-01-10 08:50:00,2018-01-10 11:10:00,1,2,2,2,0
2018-01-10 00:00:00,DL,N302DN,2222,LAX,ATL,06:30:00,630.0,0.0,10.0,640.0,1325.0,9.0,13:45:00,1334.0,-11.0,0.0,,0.0,N,255.0,244.0,225.0,1947.0,,,,,,,,,,0,Los Angeles, CA,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 06:30:00,2018-01-10 13:45:00,1,2,1,1,0
2018-01-10 00:00:00,DL,N536US,2222,OGG,LAX,22:15:00,2220.0,5.0,13.0,2233.0,511.0,5.0,05:20:00,516.0,-4.0,0.0,,0.0,N,305.0,296.0,278.0,2486.0,,,,,,,,,,0,Kahului, HI,Los Angeles, CA,2018-01-11 00:00:00,2018-01-10 22:15:00,2018-01-11 05:20:00,1,2,1,1,0
2018-01-10 00:00:00,DL,N989AT,2223,ATL,TYS,15:59:00,1555.0,-4.0,7.0,1602.0,1634.0,4.0,16:54:00,1638.0,-16.0,0.0,,0.0,N,55.0,43.0,32.0,152.0,,,,,,,,,,0,Atlanta, GA,Knoxville, TN,2018-01-10 00:00:00,2018-01-10 15:59:00,2018-01-10 16:54:00,1,2,7,17,0
2018-01-10 00:00:00,DL,N989AT,2223,TYS,ATL,17:30:00,1723.0,-7.0,19.0,1742.0,1824.0,7.0,18:39:00,1831.0,-8.0,0.0,,0.0,N,69.0,68.0,42.0,152.0,,,,,,,,,,0,Knoxville, TN,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 17:30:00,2018-01-10 18:39:00,1,2,1,2,1
2018-01-10 00:00:00,DL,N917DN,2224,ATL,SAT,13:51:00,1357.0,6.0,12.0,1409.0,1514.0,3.0,15:40:00,1517.0,-23.0,0.0,,0.0,N,169.0,140.0,125.0,874.0,,,,,,,,,,0,Atlanta, GA,San Antonio, TX,2018-01-10 00:00:00,2018-01-10 13:51:00,2018-01-10 15:40:00,1,2,7,17,0
2018-01-10 00:00:00,DL,N917DN,2224,SAT,ATL,16:20:00,1612.0,-8.0,20.0,1632.0,1920.0,7.0,19:43:00,1927.0,-16.0,0.0,,0.0,N,143.0,135.0,108.0,874.0,,,,,,,,,,0,San Antonio, TX,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 16:20:00,2018-01-10 19:43:00,1,2,2,3,1
2018-01-10 00:00:00,DL,N894AT,2225,ATL,PVD,09:40:00,936.0,-4.0,10.0,946.0,1146.0,4.0,11:56:00,1150.0,-6.0,0.0,,0.0,N,136.0,134.0,120.0,903.0,,,,,,,,,,0,Atlanta, GA,Providence, RI,2018-01-10 00:00:00,2018-01-10 09:40:00,2018-01-10 11:56:00,1,2,7,16,0
2018-01-10 00:00:00,DL,N894AT,2225,PVD,ATL,12:31:00,1227.0,-4.0,10.0,1237.0,1450.0,5.0,15:33:00,1455.0,-38.0,0.0,,0.0,N,182.0,148.0,133.0,903.0,,,,,,,,,,0,Providence, RI,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 12:31:00,2018-01-10 15:33:00,1,2,1,2,1
2018-01-10 00:00:00,DL,N3749D,2226,SAT,ATL,08:00:00,755.0,-5.0,11.0,806.0,1059.0,12.0,11:14:00,1111.0,-3.0,0.0,,0.0,N,134.0,136.0,113.0,874.0,,,,,,,,,,0,San Antonio, TX,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 08:00:00,2018-01-10 11:14:00,1,2,2,3,0
2018-01-10 00:00:00,DL,N319DN,2227,ATL,FLL,07:00:00,716.0,16.0,13.0,729.0,854.0,2.0,08:48:00,856.0,8.0,0.0,,0.0,N,108.0,100.0,85.0,581.0,,,,,,,,,,0,Atlanta, GA,Fort Lauderdale, FL,2018-01-10 00:00:00,2018-01-10 07:00:00,2018-01-10 08:48:00,1,2,7,14,0
2018-01-10 00:00:00,DL,N319DN,2227,FLL,ATL,09:45:00,940.0,-5.0,13.0,953.0,1125.0,11.0,11:36:00,1136.0,0.0,0.0,,0.0,N,111.0,116.0,92.0,581.0,,,,,,,,,,0,Fort Lauderdale, FL,Atlanta, GA,2018-01-10 00:00:00,2018-01-10 09:45:00,2018-01-10 11:36:00,1,2,1,2,1
2018-01-10 00:00:00,DL,N680DA,2228,DTW,MCO,18:05:00,1800.0,-5.0,22.0,1822.0,2022.0,9.0,20:55:00,2031.0,-24.0,0.0,,0.0,N,170.0,151.0,120.0,957.0,,,,,,,,,,0,Detroit, MI,Orlando, FL,2018-01-10 00:00:00,2018-01-10 18:05:00,2018-01-10 20:55:00,1,2,2,3,0
2018-01-18 00:00:00,OO,N897SK,3545,DTW,ORD,19:59:00,2001.0,2.0,18.0,2019.0,2004.0,12.0,20:34:00,2016.0,-18.0,0.0,,0.0,N,95.0,75.0,45.0,235.0,,,,,,,,,,1,Detroit, MI,Chicago, IL,2018-01-18 00:00:00,2018-01-18 19:59:00,2018-01-18 20:34:00,1,3,2,2,0
2018-01-18 00:00:00,OO,N770SK,3546,DTW,OKC,19:55:00,1953.0,-2.0,50.0,2043.0,2145.0,9.0,21:55:00,2154.0,-1.0,0.0,,0.0,N,180.0,181.0,122.0,900.0,,,,,,,,,,1,Detroit, MI,Oklahoma City, OK,2018-01-18 00:00:00,2018-01-18 19:55:00,2018-01-18 21:55:00,1,3,2,2,0
2018-01-18 00:00:00,OO,N454SW,3547,MSP,RST,09:55:00,1211.0,136.0,16.0,1227.0,1242.0,5.0,10:57:00,1247.0,110.0,0.0,,0.0,N,62.0,36.0,15.0,76.0,110.0,0.0,0.0,0.0,0.0,1018.0,44.0,44.0,,1,Minneapolis, MN,Rochester, MN,2018-01-18 00:00:00,2018-01-18 09:55:00,2018-01-18 10:57:00,1,3,5,12,0
2018-01-18 00:00:00,OO,N454SW,3547,RST,MSP,12:30:00,1305.0,35.0,11.0,1316.0,1339.0,5.0,13:31:00,1344.0,13.0,0.0,,0.0,N,61.0,39.0,23.0,76.0,,,,,,,,,,1,Rochester, MN,Minneapolis, MN,2018-01-18 00:00:00,2018-01-18 12:30:00,2018-01-18 13:31:00,1,3,2,4,1
2018-01-18 00:00:00,OO,N821SK,3548,LAS,SAN,08:52:00,858.0,6.0,76.0,1014.0,1102.0,32.0,10:09:00,1134.0,85.0,0.0,,0.0,N,77.0,156.0,48.0,258.0,0.0,6.0,79.0,0.0,0.0,,,,,1,Las Vegas, NV,San Diego, CA,2018-01-18 00:00:00,2018-01-18 08:52:00,2018-01-18 10:09:00,1,3,1,1,0
2018-01-18 00:00:00,OO,N917EV,3549,RAP,MSP,06:15:00,606.0,-9.0,29.0,635.0,847.0,10.0,09:11:00,857.0,-14.0,0.0,,0.0,N,116.0,111.0,72.0,489.0,,,,,,,,,,1,Rapid City, SD,Minneapolis, MN,2018-01-18 00:00:00,2018-01-18 06:15:00,2018-01-18 09:11:00,1,3,1,1,0
2018-01-18 00:00:00,OO,N809SK,3550,MSP,STL,17:30:00,1804.0,34.0,26.0,1830.0,1930.0,7.0,19:12:00,1937.0,25.0,0.0,,0.0,N,102.0,93.0,60.0,448.0,10.0,0.0,0.0,0.0,15.0,,,,,1,Minneapolis, MN,St. Louis, MO,2018-01-18 00:00:00,2018-01-18 17:30:00,2018-01-18 19:12:00,1,3,5,12,0
2018-01-18 00:00:00,OO,N809SK,3550,STL,MSP,19:47:00,2025.0,38.0,10.0,2035.0,2147.0,4.0,21:27:00,2151.0,24.0,0.0,,0.0,N,100.0,86.0,72.0,448.0,0.0,0.0,0.0,0.0,24.0,,,,,1,St. Louis, MO,Minneapolis, MN,2018-01-18 00:00:00,2018-01-18 19:47:00,2018-01-18 21:27:00,1,3,1,2,1
2018-01-18 00:00:00,OO,N886AS,3551,MSP,SBN,19:40:00,1943.0,3.0,32.0,2015.0,2208.0,3.0,22:30:00,2211.0,-19.0,0.0,,0.0,N,110.0,88.0,53.0,411.0,,,,,,,,,,1,Minneapolis, MN,South Bend, IN,2018-01-18 00:00:00,2018-01-18 19:40:00,2018-01-18 22:30:00,1,3,5,12,0
2018-01-18 00:00:00,OO,N453SW,3552,ATL,AVL,17:33:00,1747.0,14.0,20.0,1807.0,1841.0,4.0,18:33:00,1845.0,12.0,0.0,,0.0,N,60.0,58.0,34.0,164.0,,,,,,,,,,1,Atlanta, GA,Asheville, NC,2018-01-18 00:00:00,2018-01-18 17:33:00,2018-01-18 18:33:00,1,3,2,4,0
2018-01-18 00:00:00,OO,N453SW,3552,AVL,ATL,18:59:00,1919.0,20.0,15.0,1934.0,2007.0,12.0,20:11:00,2019.0,8.0,0.0,,0.0,N,72.0,60.0,33.0,164.0,,,,,,,,,,1,Asheville, NC,Atlanta, GA,2018-01-18 00:00:00,2018-01-18 18:59:00,2018-01-18 20:11:00,1,3,1,2,1
2018-01-18 00:00:00,OO,N919EV,3553,CVG,ORD,17:00:00,1658.0,-2.0,15.0,1713.0,1703.0,32.0,17:20:00,1735.0,15.0,0.0,,0.0,N,80.0,97.0,50.0,264.0,0.0,0.0,15.0,0.0,0.0,,,,,1,Cincinnati, OH,Chicago, IL,2018-01-18 00:00:00,2018-01-18 17:00:00,2018-01-18 17:20:00,1,3,1,2,0
2018-01-18 00:00:00,OO,N919EV,3553,ORD,CVG,17:45:00,1814.0,29.0,22.0,1836.0,2016.0,7.0,20:05:00,2023.0,18.0,0.0,,0.0,N,80.0,69.0,40.0,264.0,3.0,0.0,0.0,0.0,15.0,,,,,1,Chicago, IL,Cincinnati, OH,2018-01-18 00:00:00,2018-01-18 17:45:00,2018-01-18 20:05:00,1,3,1,3,1
2018-01-18 00:00:00,OO,N659BR,3554,SBN,MSP,07:04:00,704.0,0.0,21.0,725.0,737.0,8.0,08:04:00,745.0,-19.0,0.0,,0.0,N,120.0,101.0,72.0,411.0,,,,,,,,,,1,South Bend, IN,Minneapolis, MN,2018-01-18 00:00:00,2018-01-18 07:04:00,2018-01-18 08:04:00,1,3,1,1,0
2018-01-18 00:00:00,OO,N441SW,3555,ATL,CHA,08:12:00,919.0,67.0,38.0,957.0,1020.0,4.0,09:05:00,1024.0,79.0,0.0,,0.0,N,53.0,65.0,23.0,106.0,67.0,0.0,12.0,0.0,0.0,,,,,1,Atlanta, GA,Chattanooga, TN,2018-01-18 00:00:00,2018-01-18 08:12:00,2018-01-18 09:05:00,1,3,2,4,0
