,fl_date,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,dest_airport_id,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,share_code,origin_city,origin_state,dest_city,dest_state,arr_date,dep_datetime,arr_datetime,fl_month,fl_weekday,season,day_num_of_flights,num_flights_6hr,inbound_fl_num,inbound_fl,dep_min_of_day,arr_min_of_day,dep_hr,arr_hr,hr,weather
12986,2019-05-28,EV,N16981,4235,12953,11042,17:10:00,1657.0,-13.0,40.0,1737.0,1857.0,61.0,19:02:00,1958.0,56.0,0.0,not cancelled,0.0,112.0,181.0,80.0,419.0,0.0,0.0,56.0,0.0,0.0,no first departure,0.0,0.0,1,New York, NY,Cleveland, OH,2019-05-28,2019-05-28 17:10:00,2019-05-28 19:02:00,5,1,2,1,1,0,0,1030,1142,17,19,5,Light rain shower
14617,2019-03-30,OO,N162PQ,4026,11986,13487,16:17:00,1614.0,-3.0,8.0,1622.0,1627.0,3.0,16:49:00,1630.0,-19.0,0.0,not cancelled,0.0,92.0,76.0,65.0,408.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Grand Rapids, MI,Minneapolis, MN,2019-03-30,2019-03-30 16:17:00,2019-03-30 16:49:00,3,5,2,1,2,1,1,977,1009,16,16,5,Overcast
1993,2018-11-18,DL,N929AT,1852,14747,14262,09:45:00,939.0,-6.0,16.0,955.0,1207.0,4.0,12:31:00,1211.0,-20.0,0.0,not cancelled,0.0,166.0,152.0,132.0,987.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Seattle, WA,Palm Springs, CA,2018-11-18,2018-11-18 09:45:00,2018-11-18 12:31:00,11,6,4,4,4,0,0,585,751,9,12,3,Sunny
5662,2019-11-14,UA,N33132,751,14679,11618,07:00:00,653.0,-7.0,28.0,721.0,1459.0,11.0,15:05:00,1510.0,5.0,0.0,not cancelled,0.0,305.0,317.0,278.0,2425.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,San Diego, CA,Newark, NJ,2019-11-14,2019-11-14 07:00:00,2019-11-14 15:05:00,11,3,4,2,1,0,0,420,905,7,15,2,Sunny
7972,2019-09-02,AA,N961TW,2343,11298,13871,07:16:00,1000.0,164.0,13.0,1013.0,1137.0,5.0,09:03:00,1142.0,159.0,0.0,not cancelled,0.0,107.0,102.0,84.0,583.0,159.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Dallas/Fort Worth, TX,Omaha, NE,2019-09-02,2019-09-02 07:16:00,2019-09-02 09:03:00,9,0,4,9,6,0,0,436,543,7,9,2,Sunny
5407,2019-11-05,MQ,N244NN,4269,14689,11298,10:38:00,1111.0,33.0,21.0,1132.0,1620.0,15.0,15:50:00,1635.0,45.0,0.0,not cancelled,0.0,192.0,204.0,168.0,1316.0,33.0,0.0,12.0,0.0,0.0,no first departure,0.0,0.0,1,Santa Barbara, CA,Dallas/Fort Worth, TX,2019-11-05,2019-11-05 10:38:00,2019-11-05 15:50:00,11,1,4,2,2,1,1,638,950,10,15,3,Sunny
3734,2019-08-06,WN,N746SW,1256,13204,11259,19:55:00,2007.0,12.0,9.0,2016.0,2125.0,7.0,21:25:00,2132.0,7.0,0.0,not cancelled,0.0,150.0,145.0,129.0,973.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Orlando, FL,Dallas, TX,2019-08-06,2019-08-06 19:55:00,2019-08-06 21:25:00,8,1,3,29,10,0,0,1195,1285,19,21,6,Torrential rain shower
10935,2018-04-08,AA,N913NN,1458,14107,14057,17:10:00,1731.0,21.0,10.0,1741.0,2016.0,4.0,19:56:00,2020.0,24.0,0.0,not cancelled,0.0,166.0,169.0,155.0,1009.0,0.0,0.0,3.0,0.0,21.0,no first departure,0.0,0.0,0,Phoenix, AZ,Portland, OR,2018-04-08,2018-04-08 17:10:00,2018-04-08 19:56:00,4,6,2,5,2,1,1,1030,1196,17,19,5,Sunny
3112,2018-03-08,AA,N194UW,701,14747,14100,08:15:00,815.0,0.0,28.0,843.0,1622.0,4.0,16:30:00,1626.0,-4.0,0.0,not cancelled,0.0,315.0,311.0,279.0,2378.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Seattle, WA,Philadelphia, PA,2018-03-08,2018-03-08 08:15:00,2018-03-08 16:30:00,3,3,2,1,1,0,0,495,990,8,16,2,Light drizzle
7653,2019-12-18,AA,N973NN,134,14679,13930,11:00:00,1059.0,-1.0,17.0,1116.0,1646.0,16.0,17:14:00,1702.0,-12.0,0.0,not cancelled,0.0,254.0,243.0,210.0,1723.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,San Diego, CA,Chicago, IL,2019-12-18,2019-12-18 11:00:00,2019-12-18 17:14:00,12,2,1,1,1,0,0,660,1034,11,17,3,Overcast
14188,2019-03-17,AS,N296AK,483,13891,14747,17:00:00,1703.0,3.0,13.0,1716.0,1920.0,10.0,19:45:00,1930.0,-15.0,0.0,not cancelled,0.0,165.0,147.0,124.0,956.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Ontario, CA,Seattle, WA,2019-03-17,2019-03-17 17:00:00,2019-03-17 19:45:00,3,6,2,1,1,0,0,1020,1185,17,19,5,Sunny
3180,2018-03-15,DL,N910DN,859,13487,12889,11:33:00,1128.0,-5.0,9.0,1137.0,1235.0,7.0,13:03:00,1242.0,-21.0,0.0,not cancelled,0.0,210.0,194.0,178.0,1299.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Minneapolis, MN,Las Vegas, NV,2018-03-15,2018-03-15 11:33:00,2018-03-15 13:03:00,3,3,2,3,2,0,0,693,783,11,13,3,Sunny
6532,2018-12-29,WN,N739GB,4640,13204,12339,22:30:00,38.0,128.0,16.0,54.0,249.0,5.0,00:50:00,254.0,124.0,0.0,not cancelled,0.0,140.0,136.0,115.0,829.0,26.0,0.0,0.0,0.0,98.0,no first departure,0.0,0.0,0,Orlando, FL,Indianapolis, IN,2018-12-30,2018-12-29 22:30:00,2018-12-30 00:50:00,12,5,1,30,7,0,0,1350,50,22,0,7,Patchy rain possible
10879,2018-04-07,WN,N483WN,2583,12889,14679,17:00:00,1709.0,9.0,12.0,1721.0,1808.0,30.0,18:05:00,1838.0,33.0,0.0,not cancelled,0.0,65.0,89.0,47.0,258.0,8.0,0.0,24.0,0.0,1.0,no first departure,0.0,0.0,0,Las Vegas, NV,San Diego, CA,2018-04-07,2018-04-07 17:00:00,2018-04-07 18:05:00,4,5,2,29,11,0,0,1020,1085,17,18,5,Sunny
9987,2018-02-17,B6,N203JB,2001,10792,12478,05:30:00,520.0,-10.0,21.0,541.0,634.0,5.0,06:58:00,639.0,-19.0,0.0,not cancelled,0.0,88.0,79.0,53.0,301.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Buffalo, NY,New York, NY,2018-02-17,2018-02-17 05:30:00,2018-02-17 06:58:00,2,5,1,1,1,0,0,330,418,5,6,1,Clear
11448,2018-04-24,AA,N9622A,1021,13930,15016,17:22:00,1744.0,22.0,12.0,1756.0,1836.0,6.0,18:32:00,1842.0,10.0,0.0,not cancelled,0.0,70.0,58.0,40.0,258.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Chicago, IL,St. Louis, MO,2018-04-24,2018-04-24 17:22:00,2018-04-24 18:32:00,4,1,2,4,4,0,0,1042,1112,17,18,5,Sunny
8792,2019-01-18,AA,N965NN,157,10693,12892,18:50:00,1849.0,-1.0,10.0,1859.0,2059.0,12.0,21:41:00,2111.0,-30.0,0.0,not cancelled,0.0,291.0,262.0,240.0,1797.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Nashville, TN,Los Angeles, CA,2019-01-18,2019-01-18 18:50:00,2019-01-18 21:41:00,1,4,1,1,2,1,1,1130,1301,18,21,6,Partly cloudy
1519,2019-10-20,AA,N317PG,2472,14492,11298,09:20:00,917.0,-3.0,16.0,933.0,1112.0,15.0,11:25:00,1127.0,2.0,0.0,not cancelled,0.0,185.0,190.0,159.0,1061.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Raleigh/Durham, NC,Dallas/Fort Worth, TX,2019-10-20,2019-10-20 09:20:00,2019-10-20 11:25:00,10,6,4,1,1,0,0,560,685,9,11,3,Overcast
324,2018-01-14,AX,N10156,4665,13930,11267,13:50:00,1414.0,24.0,24.0,1438.0,1620.0,2.0,16:08:00,1622.0,14.0,0.0,not cancelled,0.0,78.0,68.0,42.0,240.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Chicago, IL,Dayton, OH,2018-01-14,2018-01-14 13:50:00,2018-01-14 16:08:00,1,6,1,3,4,1,1,830,968,13,16,4,Sunny
6455,2018-12-23,QX,N439QX,2055,11884,14057,07:45:00,741.0,-4.0,33.0,814.0,921.0,4.0,09:15:00,925.0,10.0,0.0,not cancelled,0.0,90.0,104.0,67.0,279.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Spokane, WA,Portland, OR,2018-12-23,2018-12-23 07:45:00,2018-12-23 09:15:00,12,6,1,3,2,0,0,465,555,7,9,2,Heavy snow
3110,2018-03-08,AA,N567UW,699,14100,12889,20:50:00,2053.0,3.0,17.0,2110.0,2312.0,8.0,23:22:00,2320.0,-2.0,0.0,not cancelled,0.0,332.0,327.0,302.0,2176.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Philadelphia, PA,Las Vegas, NV,2018-03-08,2018-03-08 20:50:00,2018-03-08 23:22:00,3,3,2,7,7,0,0,1250,1402,20,23,6,Clear
9558,2018-05-26,OO,N153SY,5516,13930,14307,18:25:00,2005.0,100.0,19.0,2024.0,2310.0,3.0,21:49:00,2313.0,84.0,0.0,not cancelled,0.0,144.0,128.0,106.0,849.0,84.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Chicago, IL,Providence, RI,2018-05-26,2018-05-26 18:25:00,2018-05-26 21:49:00,5,5,2,3,4,0,0,1105,1309,18,21,6,Clear
5506,2019-11-07,WN,N7737E,1983,11423,12889,13:25:00,1321.0,-4.0,6.0,1327.0,1413.0,3.0,14:35:00,1416.0,-19.0,0.0,not cancelled,0.0,190.0,175.0,166.0,1216.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Des Moines, IA,Las Vegas, NV,2019-11-07,2019-11-07 13:25:00,2019-11-07 14:35:00,11,3,4,1,1,0,0,805,875,13,14,4,Sunny
6332,2018-12-16,AA,N919NN,1444,12478,11057,08:15:00,814.0,-1.0,33.0,847.0,1017.0,8.0,10:30:00,1025.0,-5.0,0.0,not cancelled,0.0,135.0,131.0,90.0,541.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Charlotte, NC,2018-12-16,2018-12-16 08:15:00,2018-12-16 10:30:00,12,6,1,1,1,0,0,495,630,8,10,2,Heavy rain
10556,2018-09-22,QX,N448QX,2469,14057,13264,06:24:00,623.0,-1.0,17.0,640.0,724.0,3.0,07:22:00,727.0,5.0,0.0,not cancelled,0.0,58.0,64.0,44.0,222.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Portland, OR,Medford, OR,2018-09-22,2018-09-22 06:24:00,2018-09-22 07:22:00,9,5,4,2,2,0,0,384,442,6,7,2,Light rain shower
1742,2019-10-29,OO,N903EV,5504,13264,14771,14:08:00,1403.0,-5.0,8.0,1411.0,1505.0,8.0,15:34:00,1513.0,-21.0,0.0,not cancelled,0.0,86.0,70.0,54.0,329.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Medford, OR,San Francisco, CA,2019-10-29,2019-10-29 14:08:00,2019-10-29 15:34:00,10,1,4,1,1,0,0,848,934,14,15,4,Sunny
6972,2018-10-14,HA,N477HA,186,12173,13830,11:05:00,1100.0,-5.0,12.0,1112.0,1134.0,6.0,11:49:00,1140.0,-9.0,0.0,not cancelled,0.0,44.0,40.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Honolulu, HI,Kahului, HI,2018-10-14,2018-10-14 11:05:00,2018-10-14 11:49:00,10,6,4,14,14,1,1,665,709,11,11,3,Sunny
2414,2019-06-12,UA,N38417,435,12758,14771,14:55:00,1446.0,-9.0,13.0,1459.0,2231.0,17.0,23:05:00,2248.0,-17.0,0.0,not cancelled,0.0,310.0,302.0,272.0,2367.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Kona, HI,San Francisco, CA,2019-06-12,2019-06-12 14:55:00,2019-06-12 23:05:00,6,2,3,1,1,0,0,895,1385,14,23,4,Patchy rain possible
14235,2019-03-17,EV,N14977,4127,12266,11982,10:00:00,1134.0,94.0,11.0,1145.0,1219.0,3.0,11:04:00,1222.0,78.0,0.0,not cancelled,0.0,64.0,48.0,34.0,166.0,78.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Houston, TX,Killeen, TX,2019-03-17,2019-03-17 10:00:00,2019-03-17 11:04:00,3,6,2,5,5,0,0,600,664,10,11,3,Sunny
8324,2019-09-12,AA,N161UW,1925,11057,12892,09:55:00,956.0,1.0,24.0,1020.0,1143.0,17.0,12:14:00,1200.0,-14.0,0.0,not cancelled,0.0,319.0,304.0,263.0,2125.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Charlotte, NC,Los Angeles, CA,2019-09-12,2019-09-12 09:55:00,2019-09-12 12:14:00,9,3,4,10,14,0,0,595,734,9,12,3,Sunny
1893,2018-11-05,AA,N357PV,367,12953,13930,12:30:00,1227.0,-3.0,23.0,1250.0,1354.0,12.0,14:15:00,1406.0,-9.0,0.0,not cancelled,0.0,165.0,159.0,124.0,733.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Chicago, IL,2018-11-05,2018-11-05 12:30:00,2018-11-05 14:15:00,11,0,4,4,3,0,0,750,855,12,14,4,Moderate rain
1227,2019-10-02,AA,N194AA,1814,14100,11298,15:31:00,1521.0,-10.0,24.0,1545.0,1731.0,16.0,18:07:00,1747.0,-20.0,0.0,not cancelled,0.0,216.0,206.0,166.0,1303.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Philadelphia, PA,Dallas/Fort Worth, TX,2019-10-02,2019-10-02 15:31:00,2019-10-02 18:07:00,10,2,4,5,4,0,0,931,1087,15,18,5,Sunny
4731,2018-06-06,WN,N419WN,5691,11292,13198,20:30:00,2024.0,-6.0,32.0,2056.0,2307.0,4.0,23:05:00,2311.0,6.0,0.0,not cancelled,0.0,95.0,107.0,71.0,533.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,Kansas City, MO,2018-06-06,2018-06-06 20:30:00,2018-06-06 23:05:00,6,2,3,30,7,0,0,1230,1385,20,23,6,Patchy rain possible
5380,2019-11-02,OO,N8932C,3617,13487,11337,20:25:00,2020.0,-5.0,17.0,2037.0,2108.0,5.0,21:30:00,2113.0,-17.0,0.0,not cancelled,0.0,65.0,53.0,31.0,144.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Minneapolis, MN,Duluth, MN,2019-11-02,2019-11-02 20:25:00,2019-11-02 21:30:00,11,5,4,5,3,0,0,1225,1290,20,21,6,Clear
15022,2019-07-26,C5,N12175,4917,10434,12264,06:15:00,608.0,-7.0,10.0,618.0,700.0,5.0,07:34:00,705.0,-29.0,0.0,not cancelled,0.0,79.0,57.0,42.0,189.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Scranton/Wilkes-Barre, PA,Washington, DC,2019-07-26,2019-07-26 06:15:00,2019-07-26 07:34:00,7,4,3,1,1,0,0,375,454,6,7,2,Sunny
13703,2019-04-23,B6,N973JT,2254,14027,12478,14:31:00,1419.0,-12.0,14.0,1433.0,1657.0,7.0,17:30:00,1704.0,-26.0,0.0,not cancelled,0.0,179.0,165.0,144.0,1028.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,West Palm Beach/Palm Beach, FL,New York, NY,2019-04-23,2019-04-23 14:31:00,2019-04-23 17:30:00,4,1,2,2,1,0,0,871,1050,14,17,4,Cloudy
2679,2019-06-24,AS,N842VA,1795,12892,14747,17:40:00,1818.0,38.0,24.0,1842.0,2054.0,6.0,20:30:00,2100.0,30.0,0.0,not cancelled,0.0,170.0,162.0,132.0,954.0,0.0,0.0,30.0,0.0,0.0,no first departure,0.0,0.0,0,Los Angeles, CA,Seattle, WA,2019-06-24,2019-06-24 17:40:00,2019-06-24 20:30:00,6,0,3,8,6,0,0,1060,1230,17,20,5,Sunny
15058,2019-07-27,AS,N287AK,420,12892,12478,21:05:00,2059.0,-6.0,23.0,2122.0,553.0,11.0,05:45:00,604.0,19.0,0.0,not cancelled,0.0,340.0,365.0,331.0,2475.0,0.0,0.0,19.0,0.0,0.0,no first departure,0.0,0.0,0,Los Angeles, CA,New York, NY,2019-07-28,2019-07-27 21:05:00,2019-07-28 05:45:00,7,5,3,8,6,0,0,1265,345,21,5,7,Clear
12380,2019-05-01,AA,N145AN,1175,11298,14771,16:50:00,1715.0,25.0,16.0,1731.0,1902.0,5.0,18:42:00,1907.0,25.0,0.0,not cancelled,0.0,232.0,232.0,211.0,1464.0,0.0,0.0,0.0,0.0,25.0,no first departure,0.0,0.0,0,Dallas/Fort Worth, TX,San Francisco, CA,2019-05-01,2019-05-01 16:50:00,2019-05-01 18:42:00,5,2,2,7,5,0,0,1010,1122,16,18,5,Torrential rain shower
5637,2019-11-13,WN,N795SW,2069,11292,14831,17:40:00,1733.0,-7.0,11.0,1744.0,1853.0,5.0,19:20:00,1858.0,-22.0,0.0,not cancelled,0.0,160.0,145.0,129.0,948.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,San Jose, CA,2019-11-13,2019-11-13 17:40:00,2019-11-13 19:20:00,11,2,4,30,9,0,0,1060,1160,17,19,5,Sunny
9208,2018-05-02,WN,N919WN,5457,10821,14027,20:25:00,2021.0,-4.0,10.0,2031.0,2220.0,5.0,22:50:00,2225.0,-25.0,0.0,not cancelled,0.0,145.0,124.0,109.0,883.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Baltimore, MD,West Palm Beach/Palm Beach, FL,2018-05-02,2018-05-02 20:25:00,2018-05-02 22:50:00,5,2,2,28,7,0,0,1225,1370,20,22,6,Clear
14551,2019-03-29,UA,N76532,681,14771,12889,20:50:00,2044.0,-6.0,19.0,2103.0,2203.0,9.0,22:26:00,2212.0,-14.0,0.0,not cancelled,0.0,96.0,88.0,60.0,414.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,San Francisco, CA,Las Vegas, NV,2019-03-29,2019-03-29 20:50:00,2019-03-29 22:26:00,3,4,2,5,2,0,0,1250,1346,20,22,6,Clear
10654,2018-09-24,WN,N478WN,4045,14908,14831,10:15:00,1027.0,12.0,10.0,1037.0,1131.0,3.0,11:30:00,1134.0,4.0,0.0,not cancelled,0.0,75.0,67.0,54.0,342.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Santa Ana, CA,San Jose, CA,2018-09-24,2018-09-24 10:15:00,2018-09-24 11:30:00,9,0,4,30,15,0,0,615,690,10,11,3,Sunny
4105,2019-08-28,WN,N267WN,1265,13495,10693,19:15:00,1915.0,0.0,9.0,1924.0,2029.0,4.0,20:45:00,2033.0,-12.0,0.0,not cancelled,0.0,90.0,78.0,65.0,471.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New Orleans, LA,Nashville, TN,2019-08-28,2019-08-28 19:15:00,2019-08-28 20:45:00,8,2,3,30,10,0,0,1155,1245,19,20,6,Clear
7393,2019-12-03,DL,N902DE,483,10397,12217,18:16:00,1822.0,6.0,15.0,1837.0,1812.0,6.0,18:15:00,1818.0,3.0,0.0,not cancelled,0.0,59.0,56.0,35.0,151.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Atlanta, GA,Huntsville, AL,2019-12-04,2019-12-03 18:16:00,2019-12-04 18:15:00,12,1,1,5,3,0,0,1096,1095,18,18,6,Partly cloudy
13325,2019-04-11,EV,N13995,4138,13930,14576,08:00:00,804.0,4.0,17.0,821.0,1030.0,6.0,10:45:00,1036.0,-9.0,0.0,not cancelled,0.0,105.0,92.0,69.0,528.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Chicago, IL,Rochester, NY,2019-04-11,2019-04-11 08:00:00,2019-04-11 10:45:00,4,3,2,3,3,0,0,480,645,8,10,2,Light rain
6758,2018-10-08,HA,N489HA,132,13830,12402,07:51:00,744.0,-7.0,9.0,753.0,819.0,4.0,08:30:00,823.0,-7.0,0.0,not cancelled,0.0,39.0,39.0,26.0,121.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Kahului, HI,Hilo, HI,2018-10-08,2018-10-08 07:51:00,2018-10-08 08:30:00,10,0,4,3,7,0,0,471,510,7,8,2,Sunny
7025,2018-10-17,WN,N783SW,613,11292,14107,17:15:00,1732.0,17.0,11.0,1743.0,1821.0,4.0,18:05:00,1825.0,20.0,0.0,not cancelled,0.0,110.0,113.0,98.0,602.0,10.0,0.0,3.0,0.0,7.0,no first departure,0.0,0.0,0,Denver, CO,Phoenix, AZ,2018-10-17,2018-10-17 17:15:00,2018-10-17 18:05:00,10,2,4,30,11,0,0,1035,1085,17,18,5,Sunny
1157,2018-08-27,OO,N609SK,4775,14869,11648,15:20:00,1517.0,-3.0,11.0,1528.0,1644.0,4.0,17:06:00,1648.0,-18.0,0.0,not cancelled,0.0,106.0,91.0,76.0,531.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Salt Lake City, UT,Kalispell, MT,2018-08-27,2018-08-27 15:20:00,2018-08-27 17:06:00,8,0,3,3,3,1,1,920,1026,15,17,5,Sunny
8245,2019-09-10,OO,N886AS,4248,13459,11433,14:28:00,1426.0,-2.0,9.0,1435.0,1527.0,8.0,15:54:00,1535.0,-19.0,0.0,not cancelled,0.0,86.0,69.0,52.0,349.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Marquette, MI,Detroit, MI,2019-09-10,2019-09-10 14:28:00,2019-09-10 15:54:00,9,1,4,2,2,1,1,868,954,14,15,4,Cloudy
1936,2018-11-13,DL,N379DA,352,14893,14869,10:25:00,1019.0,-6.0,14.0,1033.0,1246.0,5.0,13:00:00,1251.0,-9.0,0.0,not cancelled,0.0,95.0,92.0,73.0,532.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Sacramento, CA,Salt Lake City, UT,2018-11-13,2018-11-13 10:25:00,2018-11-13 13:00:00,11,1,4,1,2,1,1,625,780,10,13,3,Overcast
8582,2019-01-02,AA,N150NN,1099,10721,13303,12:54:00,1248.0,-6.0,44.0,1332.0,1645.0,5.0,16:39:00,1650.0,11.0,0.0,not cancelled,0.0,225.0,242.0,193.0,1258.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Boston, MA,Miami, FL,2019-01-02,2019-01-02 12:54:00,2019-01-02 16:39:00,1,2,1,2,3,1,1,774,999,12,16,4,Sunny
10652,2018-09-24,WN,N7736A,2987,14908,14831,13:55:00,1354.0,-1.0,11.0,1405.0,1501.0,3.0,15:05:00,1504.0,-1.0,0.0,not cancelled,0.0,70.0,70.0,56.0,342.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Santa Ana, CA,San Jose, CA,2018-09-24,2018-09-24 13:55:00,2018-09-24 15:05:00,9,0,4,30,12,0,0,835,905,13,15,4,Sunny
12810,2019-05-20,OO,N418SW,4798,10397,13377,09:12:00,912.0,0.0,11.0,923.0,931.0,4.0,09:53:00,935.0,-18.0,0.0,not cancelled,0.0,101.0,83.0,68.0,448.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Atlanta, GA,Monroe, LA,2019-05-20,2019-05-20 09:12:00,2019-05-20 09:53:00,5,0,2,3,2,0,0,552,593,9,9,3,Patchy rain possible
5073,2018-06-22,WN,N8561Z,534,11259,13232,08:00:00,804.0,4.0,24.0,828.0,1016.0,5.0,10:10:00,1021.0,11.0,0.0,not cancelled,0.0,130.0,137.0,108.0,793.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Dallas, TX,Chicago, IL,2018-06-22,2018-06-22 08:00:00,2018-06-22 10:10:00,6,4,3,29,7,0,0,480,610,8,10,2,Sunny
11273,2018-04-20,CP,N606CZ,5703,14252,14747,18:20:00,1817.0,-3.0,13.0,1830.0,1909.0,7.0,19:25:00,1916.0,-9.0,0.0,not cancelled,0.0,65.0,59.0,39.0,172.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Pasco/Kennewick/Richland, WA,Seattle, WA,2018-04-20,2018-04-20 18:20:00,2018-04-20 19:25:00,4,4,2,3,2,1,1,1100,1165,18,19,6,Patchy sleet possible
12816,2019-05-22,AS,N274AK,653,12478,14771,16:45:00,1656.0,11.0,18.0,1714.0,1958.0,3.0,20:20:00,2001.0,-19.0,0.0,not cancelled,0.0,395.0,365.0,344.0,2586.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,San Francisco, CA,2019-05-22,2019-05-22 16:45:00,2019-05-22 20:20:00,5,2,2,3,3,0,0,1005,1220,16,20,5,Sunny
11984,2018-07-10,CP,N626CZ,5751,14869,13871,20:25:00,2023.0,-2.0,27.0,2050.0,2340.0,5.0,23:40:00,2345.0,5.0,0.0,not cancelled,0.0,135.0,142.0,110.0,840.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Salt Lake City, UT,Omaha, NE,2018-07-10,2018-07-10 20:25:00,2018-07-10 23:40:00,7,1,3,3,2,0,0,1225,1420,20,23,6,Clear
11460,2018-04-24,AA,N114NN,1039,10721,12478,12:10:00,1200.0,-10.0,17.0,1217.0,1303.0,10.0,13:31:00,1313.0,-18.0,0.0,not cancelled,0.0,81.0,73.0,46.0,187.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Boston, MA,New York, NY,2018-04-24,2018-04-24 12:10:00,2018-04-24 13:31:00,4,1,2,2,3,0,0,730,811,12,13,4,Sunny
7093,2018-10-19,WN,N960WN,1634,15304,10397,10:40:00,1038.0,-2.0,8.0,1046.0,1151.0,8.0,12:10:00,1159.0,-11.0,0.0,not cancelled,0.0,90.0,81.0,65.0,406.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Tampa, FL,Atlanta, GA,2018-10-19,2018-10-19 10:40:00,2018-10-19 12:10:00,10,4,4,28,14,0,0,640,730,10,12,3,Sunny
8506,2019-09-20,9E,N197PQ,5205,10785,12953,05:54:00,558.0,4.0,31.0,629.0,713.0,10.0,07:15:00,723.0,8.0,0.0,not cancelled,0.0,81.0,85.0,44.0,258.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Burlington, VT,New York, NY,2019-09-20,2019-09-20 05:54:00,2019-09-20 07:15:00,9,4,4,1,1,0,0,354,435,5,7,1,Clear
