,fl_date,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,dest_airport_id,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,share_code,origin_city,origin_state,dest_city,dest_state,arr_date,dep_datetime,arr_datetime,fl_month,fl_weekday,season,day_num_of_flights,num_flights_6hr,inbound_fl_num,inbound_fl,dep_min_of_day,arr_min_of_day,dep_hr,arr_hr,hr,weather
11147,2018-04-16,UA,N442UA,318,12889,14771,10:00:00,1047.0,47.0,45.0,1132.0,1243.0,10.0,11:47:00,1253.0,66.0,0.0,not cancelled,0.0,107.0,126.0,71.0,414.0,0.0,0.0,66.0,0.0,0.0,no first departure,0.0,0.0,0,Las Vegas, NV,San Francisco, CA,2018-04-16,2018-04-16 10:00:00,2018-04-16 11:47:00,4,0,2,2,1,0,0,600,707,10,11,3,Sunny
10420,2018-09-17,YX,N752YX,3410,11433,11618,13:15:00,1304.0,-11.0,49.0,1353.0,1517.0,8.0,15:05:00,1525.0,20.0,0.0,not cancelled,0.0,110.0,141.0,84.0,488.0,0.0,0.0,20.0,0.0,0.0,no first departure,0.0,0.0,1,Detroit, MI,Newark, NJ,2018-09-17,2018-09-17 13:15:00,2018-09-17 15:05:00,9,0,4,2,2,0,0,795,905,13,15,4,Sunny
14621,2019-03-31,G4,220NV,412,15412,14112,17:22:00,1733.0,11.0,12.0,1745.0,1904.0,4.0,18:59:00,1908.0,9.0,0.0,not cancelled,0.0,97.0,95.0,79.0,550.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Knoxville, TN,St. Petersburg, FL,2019-03-31,2019-03-31 17:22:00,2019-03-31 18:59:00,3,6,2,1,1,0,0,1042,1139,17,18,5,Sunny
3861,2019-08-12,WN,N409WN,133,14683,10693,18:20:00,1819.0,-1.0,8.0,1827.0,2015.0,4.0,20:40:00,2019.0,-21.0,0.0,not cancelled,0.0,140.0,120.0,108.0,822.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,San Antonio, TX,Nashville, TN,2019-08-12,2019-08-12 18:20:00,2019-08-12 20:40:00,8,0,3,15,6,0,0,1100,1240,18,20,6,Clear
8521,2019-09-27,DL,N337DN,599,10397,10721,21:13:00,2116.0,3.0,18.0,2134.0,2334.0,4.0,23:44:00,2338.0,-6.0,0.0,not cancelled,0.0,151.0,142.0,120.0,946.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Atlanta, GA,Boston, MA,2019-09-27,2019-09-27 21:13:00,2019-09-27 23:44:00,9,4,4,3,4,0,0,1273,1424,21,23,7,Patchy rain possible
950,2018-08-20,OO,N946SW,5251,14771,14689,14:05:00,1400.0,-5.0,20.0,1420.0,1510.0,9.0,15:25:00,1519.0,-6.0,0.0,not cancelled,0.0,80.0,79.0,50.0,262.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,San Francisco, CA,Santa Barbara, CA,2018-08-20,2018-08-20 14:05:00,2018-08-20 15:25:00,8,0,3,7,5,0,0,845,925,14,15,4,Sunny
7291,2018-10-27,F9,N713FR,1824,14679,14492,12:55:00,1406.0,71.0,12.0,1418.0,2133.0,27.0,20:46:00,2200.0,74.0,0.0,not cancelled,0.0,291.0,294.0,255.0,2193.0,0.0,0.0,3.0,0.0,71.0,no first departure,0.0,0.0,0,San Diego, CA,Raleigh/Durham, NC,2018-10-27,2018-10-27 12:55:00,2018-10-27 20:46:00,10,5,4,1,2,1,1,775,1246,12,20,4,Sunny
12256,2018-07-24,OO,N975SW,5130,11292,10558,20:10:00,2018.0,8.0,40.0,2058.0,2127.0,4.0,21:08:00,2131.0,23.0,0.0,not cancelled,0.0,58.0,73.0,29.0,150.0,0.0,0.0,15.0,0.0,8.0,no first departure,0.0,0.0,1,Denver, CO,Scottsbluff, NE,2018-07-24,2018-07-24 20:10:00,2018-07-24 21:08:00,7,1,3,8,4,0,0,1210,1268,20,21,6,Patchy light drizzle
6862,2018-10-10,WN,N924WN,2218,11259,15304,10:25:00,1024.0,-1.0,21.0,1045.0,1405.0,3.0,13:45:00,1408.0,23.0,0.0,not cancelled,0.0,140.0,164.0,140.0,917.0,0.0,0.0,23.0,0.0,0.0,no first departure,0.0,0.0,0,Dallas, TX,Tampa, FL,2018-10-10,2018-10-10 10:25:00,2018-10-10 13:45:00,10,2,4,18,5,0,0,625,825,10,13,3,Sunny
7154,2018-10-22,UA,N78438,432,13930,13204,14:02:00,1358.0,-4.0,21.0,1419.0,1722.0,4.0,17:54:00,1726.0,-28.0,0.0,not cancelled,0.0,172.0,148.0,123.0,1005.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Chicago, IL,Orlando, FL,2018-10-22,2018-10-22 14:02:00,2018-10-22 17:54:00,10,0,4,3,3,1,1,842,1074,14,17,4,Partly cloudy
3108,2018-03-08,AA,N954UW,698,14100,14307,15:56:00,1544.0,-12.0,19.0,1603.0,1648.0,5.0,17:07:00,1653.0,-14.0,0.0,not cancelled,0.0,71.0,69.0,45.0,237.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Philadelphia, PA,Providence, RI,2018-03-08,2018-03-08 15:56:00,2018-03-08 17:07:00,3,3,2,7,5,0,0,956,1027,15,17,5,Patchy snow possible
1589,2019-10-22,9E,N934XJ,5484,11433,12339,17:50:00,1743.0,-7.0,24.0,1807.0,1850.0,3.0,19:06:00,1853.0,-13.0,0.0,not cancelled,0.0,76.0,70.0,43.0,231.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Detroit, MI,Indianapolis, IN,2019-10-22,2019-10-22 17:50:00,2019-10-22 19:06:00,10,1,4,4,4,0,0,1070,1146,17,19,5,Light rain shower
6838,2018-10-09,AA,N112AN,2802,12478,12892,19:15:00,1911.0,-4.0,19.0,1930.0,2202.0,6.0,22:35:00,2208.0,-27.0,0.0,not cancelled,0.0,380.0,357.0,332.0,2475.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Los Angeles, CA,2018-10-09,2018-10-09 19:15:00,2018-10-09 22:35:00,10,1,4,1,1,0,0,1155,1355,19,22,6,Partly cloudy
369,2018-01-18,B6,N298JB,1130,11697,10994,21:47:00,2144.0,-3.0,13.0,2157.0,2307.0,9.0,23:23:00,2316.0,-7.0,0.0,not cancelled,0.0,96.0,92.0,70.0,470.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Fort Lauderdale, FL,Charleston, SC,2018-01-18,2018-01-18 21:47:00,2018-01-18 23:23:00,1,3,1,4,3,0,0,1307,1403,21,23,7,Partly cloudy
7992,2019-09-03,AS,N635VA,1795,12892,14057,12:40:00,1317.0,37.0,30.0,1347.0,1534.0,5.0,15:10:00,1539.0,29.0,0.0,not cancelled,0.0,150.0,142.0,107.0,834.0,0.0,0.0,0.0,0.0,29.0,no first departure,0.0,0.0,0,Los Angeles, CA,Portland, OR,2019-09-03,2019-09-03 12:40:00,2019-09-03 15:10:00,9,1,4,6,4,0,0,760,910,12,15,4,Sunny
7312,2018-10-29,EV,N21537,4020,12266,12896,18:25:00,1819.0,-6.0,20.0,1839.0,1949.0,6.0,20:03:00,1955.0,-8.0,0.0,not cancelled,0.0,98.0,96.0,70.0,458.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Houston, TX,Lubbock, TX,2018-10-29,2018-10-29 18:25:00,2018-10-29 20:03:00,10,0,4,12,8,0,0,1105,1203,18,20,6,Clear
9279,2018-05-06,DL,N342NB,2376,12478,10721,19:29:00,1923.0,-6.0,55.0,2018.0,2049.0,9.0,21:02:00,2058.0,-4.0,0.0,not cancelled,0.0,93.0,95.0,31.0,187.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Boston, MA,2018-05-06,2018-05-06 19:29:00,2018-05-06 21:02:00,5,6,2,3,1,0,0,1169,1262,19,21,6,Overcast
259,2018-01-10,DL,N710TW,2218,14747,12478,07:40:00,738.0,-2.0,24.0,802.0,1532.0,16.0,16:05:00,1548.0,-17.0,0.0,not cancelled,0.0,325.0,310.0,270.0,2422.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Seattle, WA,New York, NY,2018-01-10,2018-01-10 07:40:00,2018-01-10 16:05:00,1,2,1,3,2,0,0,460,965,7,16,2,Partly cloudy
5283,2018-06-29,YV,N907FJ,5848,12278,11298,10:43:00,1036.0,-7.0,10.0,1046.0,1140.0,12.0,12:04:00,1152.0,-12.0,0.0,not cancelled,0.0,81.0,76.0,54.0,328.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Wichita, KS,Dallas/Fort Worth, TX,2018-06-29,2018-06-29 10:43:00,2018-06-29 12:04:00,6,4,3,2,2,1,1,643,724,10,12,3,Sunny
219,2018-01-09,OO,N506CA,7401,11433,10577,21:58:00,2158.0,0.0,15.0,2213.0,2309.0,5.0,23:32:00,2314.0,-18.0,0.0,not cancelled,0.0,94.0,76.0,56.0,378.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Detroit, MI,Binghamton, NY,2018-01-09,2018-01-09 21:58:00,2018-01-09 23:32:00,1,1,1,9,5,0,0,1318,1412,21,23,7,Partly cloudy
1242,2019-10-03,OH,N603NN,5353,14193,11057,06:02:00,708.0,66.0,13.0,721.0,933.0,12.0,08:50:00,945.0,55.0,0.0,not cancelled,0.0,108.0,97.0,72.0,488.0,55.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Pensacola, FL,Charlotte, NC,2019-10-03,2019-10-03 06:02:00,2019-10-03 08:50:00,10,3,4,1,1,0,0,362,530,6,8,2,Sunny
761,2018-08-10,EV,N48901,4022,13342,11618,10:40:00,1031.0,-9.0,14.0,1045.0,1326.0,9.0,13:55:00,1335.0,-20.0,0.0,not cancelled,0.0,135.0,124.0,101.0,725.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Milwaukee, WI,Newark, NJ,2018-08-10,2018-08-10 10:40:00,2018-08-10 13:55:00,8,4,3,1,1,0,0,640,835,10,13,3,Sunny
13190,2019-04-04,WN,N7883A,1658,14107,13796,05:25:00,524.0,-1.0,15.0,539.0,713.0,5.0,07:30:00,718.0,-12.0,0.0,not cancelled,0.0,125.0,114.0,94.0,646.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Phoenix, AZ,Oakland, CA,2019-04-04,2019-04-04 05:25:00,2019-04-04 07:30:00,4,3,2,28,7,0,0,325,450,5,7,1,Cloudy
14486,2019-03-27,B6,N651JB,871,12478,14869,08:32:00,828.0,-4.0,45.0,913.0,1155.0,3.0,12:03:00,1158.0,-5.0,0.0,not cancelled,0.0,331.0,330.0,282.0,1990.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Salt Lake City, UT,2019-03-27,2019-03-27 08:32:00,2019-03-27 12:03:00,3,2,2,4,4,0,0,512,723,8,12,2,Sunny
8696,2019-01-14,OO,N178SY,3395,14869,14747,17:40:00,1727.0,-13.0,11.0,1738.0,1811.0,8.0,19:05:00,1819.0,-46.0,0.0,not cancelled,0.0,145.0,112.0,93.0,689.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Salt Lake City, UT,Seattle, WA,2019-01-14,2019-01-14 17:40:00,2019-01-14 19:05:00,1,0,1,3,2,0,0,1060,1145,17,19,5,Sunny
7218,2018-10-24,DL,N979AT,2598,12478,15304,08:05:00,758.0,-7.0,33.0,831.0,1052.0,4.0,11:02:00,1056.0,-6.0,0.0,not cancelled,0.0,177.0,178.0,141.0,1005.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Tampa, FL,2018-10-24,2018-10-24 08:05:00,2018-10-24 11:02:00,10,2,4,2,1,0,0,485,662,8,11,2,Partly cloudy
12640,2019-05-11,B6,N348JB,486,12478,14576,22:50:00,2241.0,-9.0,21.0,2302.0,2353.0,3.0,00:13:00,2356.0,-17.0,0.0,not cancelled,0.0,83.0,75.0,51.0,264.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Rochester, NY,2019-05-12,2019-05-11 22:50:00,2019-05-12 00:13:00,5,5,2,4,3,0,0,1370,13,22,0,7,Light drizzle
11056,2018-04-11,WN,N793SA,1591,11292,12264,13:45:00,1354.0,9.0,8.0,1402.0,1836.0,3.0,19:00:00,1839.0,-21.0,0.0,not cancelled,0.0,195.0,165.0,154.0,1452.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,Washington, DC,2018-04-11,2018-04-11 13:45:00,2018-04-11 19:00:00,4,2,2,29,9,0,0,825,1140,13,19,4,Sunny
7628,2019-12-17,QX,N649QX,2830,14004,14771,18:25:00,1822.0,-3.0,10.0,1832.0,2030.0,2.0,20:40:00,2032.0,-8.0,0.0,not cancelled,0.0,135.0,130.0,118.0,710.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Everett, WA,San Francisco, CA,2019-12-17,2019-12-17 18:25:00,2019-12-17 20:40:00,12,1,1,10,7,1,1,1105,1240,18,20,6,Overcast
8637,2019-01-09,WN,N468WN,1841,14771,14679,07:55:00,753.0,-2.0,18.0,811.0,920.0,4.0,09:30:00,924.0,-6.0,0.0,not cancelled,0.0,95.0,91.0,69.0,447.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,San Francisco, CA,San Diego, CA,2019-01-09,2019-01-09 07:55:00,2019-01-09 09:30:00,1,2,1,21,7,0,0,475,570,7,9,2,Patchy rain possible
6151,2018-12-10,WN,N943WN,2033,14831,12889,15:25:00,1541.0,16.0,18.0,1559.0,1701.0,6.0,16:45:00,1707.0,22.0,0.0,not cancelled,0.0,80.0,86.0,62.0,386.0,11.0,0.0,6.0,0.0,5.0,no first departure,0.0,0.0,0,San Jose, CA,Las Vegas, NV,2018-12-10,2018-12-10 15:25:00,2018-12-10 16:45:00,12,0,1,29,11,0,0,925,1005,15,16,5,Partly cloudy
4590,2019-02-27,YV,N86334,6220,11298,12266,12:20:00,1219.0,-1.0,31.0,1250.0,1340.0,8.0,13:34:00,1348.0,14.0,0.0,not cancelled,0.0,74.0,89.0,50.0,224.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Dallas/Fort Worth, TX,Houston, TX,2019-02-27,2019-02-27 12:20:00,2019-02-27 13:34:00,2,2,1,2,1,0,0,740,814,12,13,4,Overcast
7420,2019-12-04,OO,N715SK,3044,11109,13930,12:18:00,1207.0,-11.0,14.0,1221.0,1518.0,12.0,15:54:00,1530.0,-24.0,0.0,not cancelled,0.0,156.0,143.0,117.0,911.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Colorado Springs, CO,Chicago, IL,2019-12-04,2019-12-04 12:18:00,2019-12-04 15:54:00,12,2,1,1,2,1,1,738,954,12,15,4,Patchy light drizzle
14634,2019-03-31,G4,223NV,800,14112,15295,06:00:00,545.0,-15.0,8.0,553.0,750.0,4.0,08:27:00,754.0,-33.0,0.0,not cancelled,0.0,147.0,129.0,117.0,945.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,St. Petersburg, FL,Toledo, OH,2019-03-31,2019-03-31 06:00:00,2019-03-31 08:27:00,3,6,2,1,1,0,0,360,507,6,8,2,Moderate rain
13590,2019-04-20,UA,N589UA,1991,11618,14771,10:00:00,1037.0,37.0,24.0,1101.0,1330.0,8.0,13:21:00,1338.0,17.0,0.0,not cancelled,0.0,381.0,361.0,329.0,2565.0,0.0,0.0,17.0,0.0,0.0,no first departure,0.0,0.0,0,Newark, NJ,San Francisco, CA,2019-04-20,2019-04-20 10:00:00,2019-04-20 13:21:00,4,5,2,5,2,0,0,600,801,10,13,3,Moderate rain
15013,2019-07-24,UA,N204UA,291,14771,12264,07:35:00,732.0,-3.0,17.0,749.0,1518.0,7.0,15:30:00,1525.0,-5.0,0.0,not cancelled,0.0,295.0,293.0,269.0,2419.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,San Francisco, CA,Washington, DC,2019-07-24,2019-07-24 07:35:00,2019-07-24 15:30:00,7,2,3,9,4,0,0,455,930,7,15,2,Sunny
13092,2019-05-30,WN,N919WN,4523,11193,13232,06:45:00,653.0,8.0,14.0,707.0,653.0,5.0,06:55:00,658.0,3.0,0.0,not cancelled,0.0,70.0,65.0,46.0,249.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Cincinnati, OH,Chicago, IL,2019-05-30,2019-05-30 06:45:00,2019-05-30 06:55:00,5,3,2,3,1,0,0,405,415,6,6,2,Patchy light drizzle
9468,2018-05-18,UA,N814UA,2403,13871,13930,10:20:00,1031.0,11.0,17.0,1048.0,1154.0,8.0,11:56:00,1202.0,6.0,0.0,not cancelled,0.0,96.0,91.0,66.0,416.0,0.0,0.0,0.0,0.0,0.0,1019.0,7.0,7.0,0,Omaha, NE,Chicago, IL,2018-05-18,2018-05-18 10:20:00,2018-05-18 11:56:00,5,4,2,1,1,0,0,620,716,10,11,3,Sunny
1663,2019-10-27,B6,N656JB,1141,10529,14027,13:10:00,1328.0,18.0,13.0,1341.0,1633.0,10.0,16:15:00,1643.0,28.0,0.0,not cancelled,0.0,185.0,195.0,172.0,1133.0,12.0,0.0,10.0,0.0,6.0,no first departure,0.0,0.0,0,Hartford, CT,West Palm Beach/Palm Beach, FL,2019-10-27,2019-10-27 13:10:00,2019-10-27 16:15:00,10,6,4,1,2,1,1,790,975,13,16,4,Overcast
2315,2019-06-10,WN,N8649A,473,12191,13232,13:00:00,1315.0,15.0,12.0,1327.0,1532.0,5.0,15:30:00,1537.0,7.0,0.0,not cancelled,0.0,150.0,142.0,125.0,937.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Houston, TX,Chicago, IL,2019-06-10,2019-06-10 13:00:00,2019-06-10 15:30:00,6,0,3,31,8,0,0,780,930,13,15,4,Sunny
14361,2019-03-23,DL,N693DL,952,11503,10397,13:45:00,1344.0,-1.0,24.0,1408.0,1847.0,7.0,18:47:00,1854.0,7.0,0.0,not cancelled,0.0,182.0,190.0,159.0,1312.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Eagle, CO,Atlanta, GA,2019-03-23,2019-03-23 13:45:00,2019-03-23 18:47:00,3,5,2,1,2,1,1,825,1127,13,18,4,Cloudy
1434,2019-10-17,DL,N322NB,1430,14869,15016,20:15:00,2025.0,10.0,34.0,2059.0,15.0,3.0,23:57:00,18.0,21.0,0.0,not cancelled,0.0,162.0,173.0,136.0,1156.0,10.0,0.0,11.0,0.0,0.0,no first departure,0.0,0.0,0,Salt Lake City, UT,St. Louis, MO,2019-10-17,2019-10-17 20:15:00,2019-10-17 23:57:00,10,3,4,2,1,0,0,1215,1437,20,23,6,Partly cloudy
14147,2019-03-15,B6,N784JB,932,12191,10721,18:35:00,1921.0,46.0,15.0,1936.0,2330.0,4.0,23:19:00,2334.0,15.0,0.0,not cancelled,0.0,224.0,193.0,174.0,1609.0,0.0,0.0,0.0,0.0,15.0,no first departure,0.0,0.0,0,Houston, TX,Boston, MA,2019-03-15,2019-03-15 18:35:00,2019-03-15 23:19:00,3,4,2,1,1,0,0,1115,1399,18,23,6,Partly cloudy
13067,2019-05-30,OO,N986SW,5579,14771,14689,08:30:00,821.0,-9.0,21.0,842.0,925.0,3.0,09:52:00,928.0,-24.0,0.0,not cancelled,0.0,82.0,67.0,43.0,262.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,San Francisco, CA,Santa Barbara, CA,2019-05-30,2019-05-30 08:30:00,2019-05-30 09:52:00,5,3,2,5,5,0,0,510,592,8,9,2,Cloudy
3419,2018-03-24,DL,N3758Y,2345,10397,14893,17:01:00,1658.0,-3.0,19.0,1717.0,1914.0,4.0,19:23:00,1918.0,-5.0,0.0,not cancelled,0.0,322.0,320.0,297.0,2092.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Atlanta, GA,Sacramento, CA,2018-03-24,2018-03-24 17:01:00,2018-03-24 19:23:00,3,5,2,12,4,0,0,1021,1163,17,19,5,Partly cloudy
6295,2018-12-14,AA,N828AW,1726,10994,11057,14:40:00,1435.0,-5.0,34.0,1509.0,1545.0,5.0,15:48:00,1550.0,2.0,0.0,not cancelled,0.0,68.0,75.0,36.0,168.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Charleston, SC,Charlotte, NC,2018-12-14,2018-12-14 14:40:00,2018-12-14 15:48:00,12,4,1,1,2,1,1,880,948,14,15,4,Heavy rain
1602,2019-10-22,9E,N302PQ,5544,11298,11193,19:25:00,1918.0,-7.0,17.0,1935.0,2218.0,5.0,22:44:00,2223.0,-21.0,0.0,not cancelled,0.0,139.0,125.0,103.0,812.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Dallas/Fort Worth, TX,Cincinnati, OH,2019-10-22,2019-10-22 19:25:00,2019-10-22 22:44:00,10,1,4,4,7,1,1,1165,1364,19,22,6,Clear
1820,2018-11-02,G4,241NV,804,14112,10980,12:00:00,1215.0,15.0,14.0,1229.0,1341.0,10.0,13:39:00,1351.0,12.0,0.0,not cancelled,0.0,99.0,96.0,72.0,513.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,St. Petersburg, FL,Chattanooga, TN,2018-11-02,2018-11-02 12:00:00,2018-11-02 13:39:00,11,4,4,3,1,0,0,720,819,12,13,4,Overcast
3309,2018-03-20,WN,N8531Q,267,13495,10821,15:05:00,1540.0,35.0,11.0,1551.0,1906.0,2.0,18:35:00,1908.0,33.0,0.0,not cancelled,0.0,150.0,148.0,135.0,998.0,0.0,0.0,0.0,0.0,33.0,no first departure,0.0,0.0,0,New Orleans, LA,Baltimore, MD,2018-03-20,2018-03-20 15:05:00,2018-03-20 18:35:00,3,1,2,23,6,0,0,905,1115,15,18,5,Sunny
12253,2018-07-24,OO,N975SW,5123,11292,12899,11:17:00,1240.0,83.0,21.0,1301.0,1436.0,4.0,13:24:00,1440.0,76.0,0.0,not cancelled,0.0,67.0,60.0,35.0,228.0,0.0,0.0,0.0,0.0,76.0,no first departure,0.0,0.0,1,Denver, CO,North Platte, NE,2018-07-24,2018-07-24 11:17:00,2018-07-24 13:24:00,7,1,3,8,3,0,0,677,804,11,13,3,Sunny
14859,2019-07-12,DL,N893DN,618,14747,12892,13:09:00,1307.0,-2.0,13.0,1320.0,1531.0,7.0,15:56:00,1538.0,-18.0,0.0,not cancelled,0.0,167.0,151.0,131.0,954.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Seattle, WA,Los Angeles, CA,2019-07-12,2019-07-12 13:09:00,2019-07-12 15:56:00,7,4,3,4,3,0,0,789,956,13,15,4,Sunny
10207,2018-09-03,AA,N827AW,592,13303,10397,09:57:00,954.0,-3.0,14.0,1008.0,1137.0,9.0,11:46:00,1146.0,0.0,0.0,not cancelled,0.0,109.0,112.0,89.0,594.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Miami, FL,Atlanta, GA,2018-09-03,2018-09-03 09:57:00,2018-09-03 11:46:00,9,0,4,1,2,0,0,597,706,9,11,3,Heavy rain at times
2556,2019-06-19,DL,N964AT,2560,13930,13487,15:37:00,1615.0,38.0,19.0,1634.0,1729.0,8.0,17:14:00,1737.0,23.0,0.0,not cancelled,0.0,97.0,82.0,55.0,334.0,10.0,0.0,0.0,0.0,13.0,no first departure,0.0,0.0,0,Chicago, IL,Minneapolis, MN,2019-06-19,2019-06-19 15:37:00,2019-06-19 17:14:00,6,2,3,1,1,0,0,937,1034,15,17,5,Partly cloudy
7919,2019-12-30,OO,N107SY,5866,14004,14771,13:56:00,1430.0,34.0,10.0,1440.0,1610.0,5.0,16:02:00,1615.0,13.0,0.0,not cancelled,0.0,126.0,105.0,90.0,710.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Everett, WA,San Francisco, CA,2019-12-30,2019-12-30 13:56:00,2019-12-30 16:02:00,12,0,1,1,2,1,1,836,962,13,16,4,Light drizzle
1392,2019-10-15,AX,N24128,4635,11292,10627,11:25:00,1119.0,-6.0,16.0,1135.0,1354.0,9.0,14:11:00,1403.0,-8.0,0.0,not cancelled,0.0,106.0,104.0,79.0,516.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Denver, CO,Bismarck/Mandan, ND,2019-10-15,2019-10-15 11:25:00,2019-10-15 14:11:00,10,1,4,16,11,0,0,685,851,11,14,3,Sunny
13450,2019-04-13,WN,N8309C,1254,12339,15304,19:35:00,1930.0,-5.0,12.0,1942.0,2136.0,4.0,21:50:00,2140.0,-10.0,0.0,not cancelled,0.0,135.0,130.0,114.0,837.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Indianapolis, IN,Tampa, FL,2019-04-13,2019-04-13 19:35:00,2019-04-13 21:50:00,4,5,2,19,4,0,0,1175,1310,19,21,6,Clear
8445,2019-09-16,G7,N174GJ,4512,14831,11292,08:55:00,848.0,-7.0,19.0,907.0,1209.0,9.0,12:30:00,1218.0,-12.0,0.0,not cancelled,0.0,155.0,150.0,122.0,948.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,San Jose, CA,Denver, CO,2019-09-16,2019-09-16 08:55:00,2019-09-16 12:30:00,9,0,4,2,2,0,0,535,750,8,12,2,Patchy rain possible
14391,2019-03-25,9E,N314PQ,5454,10397,10135,10:25:00,1020.0,-5.0,19.0,1039.0,1210.0,3.0,12:28:00,1213.0,-15.0,0.0,not cancelled,0.0,123.0,113.0,91.0,692.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Atlanta, GA,Allentown/Bethlehem/Easton, PA,2019-03-25,2019-03-25 10:25:00,2019-03-25 12:28:00,3,0,2,5,7,0,0,625,748,10,12,3,Patchy rain possible
8706,2019-01-15,ZW,N444ZW,3865,13930,14685,18:00:00,1757.0,-3.0,13.0,1810.0,2044.0,4.0,21:15:00,2048.0,-27.0,0.0,not cancelled,0.0,135.0,111.0,94.0,773.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Chicago, IL,Savannah, GA,2019-01-15,2019-01-15 18:00:00,2019-01-15 21:15:00,1,1,1,16,8,0,0,1080,1275,18,21,6,Ice pellets
11798,2018-07-04,9E,N303PQ,5116,11618,11433,14:45:00,1628.0,103.0,38.0,1706.0,1818.0,4.0,16:45:00,1822.0,97.0,0.0,not cancelled,0.0,120.0,114.0,72.0,488.0,0.0,0.0,0.0,0.0,97.0,no first departure,0.0,0.0,1,Newark, NJ,Detroit, MI,2018-07-04,2018-07-04 14:45:00,2018-07-04 16:45:00,7,2,3,2,3,1,1,885,1005,14,16,4,Moderate or heavy rain shower
748,2018-08-08,MQ,N235NN,3426,11298,12945,15:50:00,1548.0,-2.0,14.0,1602.0,1845.0,10.0,19:00:00,1855.0,-5.0,0.0,not cancelled,0.0,130.0,127.0,103.0,785.0,0.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Dallas/Fort Worth, TX,Lexington, KY,2018-08-08,2018-08-08 15:50:00,2018-08-08 19:00:00,8,2,3,4,3,0,0,950,1140,15,19,5,Patchy light rain with thunder
