,fl_date,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,dest_airport_id,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,share_code,origin_city,origin_state,dest_city,dest_state,arr_date,dep_datetime,arr_datetime,fl_month,fl_weekday,season,day_num_of_flights,num_flights_6hr,inbound_fl_num,inbound_fl,dep_min_of_day,arr_min_of_day,dep_hr,arr_hr,hr,weather
9063,2019-01-27,YV,N245LR,5812,11298,13851,14:20:00,1439.0,19.0,13.0,1452.0,1529.0,4.0,15:12:00,1533.0,21.0,0.0,not cancelled,0.0,52.0,54.0,37.0,175.0,0.0,0.0,2.0,0.0,19.0,no first departure,0.0,0.0,1,Dallas/Fort Worth, TX,Oklahoma City, OK,2019-01-27,2019-01-27 14:20:00,2019-01-27 15:12:00,1,6,1,9,9,0,0,860,912,14,15,4,Sunny
7322,2018-10-29,EV,N12163,4030,12266,12951,07:55:00,844.0,49.0,11.0,855.0,929.0,6.0,08:59:00,935.0,36.0,0.0,not cancelled,0.0,64.0,51.0,34.0,201.0,0.0,0.0,36.0,0.0,0.0,no first departure,0.0,0.0,1,Houston, TX,Lafayette, LA,2018-10-29,2018-10-29 07:55:00,2018-10-29 08:59:00,10,0,4,12,4,0,0,475,539,7,8,2,Sunny
924,2018-08-20,OO,N913SW,5224,11638,11292,07:35:00,1151.0,256.0,20.0,1211.0,1503.0,9.0,10:58:00,1512.0,254.0,0.0,not cancelled,0.0,143.0,141.0,112.0,844.0,254.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Fresno, CA,Denver, CO,2018-08-20,2018-08-20 07:35:00,2018-08-20 10:58:00,8,0,3,1,1,0,0,455,658,7,10,2,Sunny
6831,2018-10-09,AA,N908AA,2542,12892,10721,06:30:00,627.0,-3.0,24.0,651.0,1503.0,9.0,14:56:00,1512.0,16.0,0.0,not cancelled,0.0,326.0,345.0,312.0,2611.0,0.0,0.0,16.0,0.0,0.0,no first departure,0.0,0.0,0,Los Angeles, CA,Boston, MA,2018-10-09,2018-10-09 06:30:00,2018-10-09 14:56:00,10,1,4,4,5,0,0,390,896,6,14,2,Sunny
2446,2019-06-14,WN,N8640D,1268,11292,11618,10:35:00,1209.0,94.0,16.0,1225.0,1730.0,6.0,16:30:00,1736.0,66.0,0.0,not cancelled,0.0,235.0,207.0,185.0,1605.0,0.0,0.0,66.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,Newark, NJ,2019-06-14,2019-06-14 10:35:00,2019-06-14 16:30:00,6,4,3,29,13,0,0,635,990,10,16,3,Partly cloudy
13967,2019-03-08,OH,N573NN,5354,11057,10397,15:56:00,1617.0,21.0,18.0,1635.0,1719.0,8.0,17:11:00,1727.0,16.0,0.0,not cancelled,0.0,75.0,70.0,44.0,226.0,15.0,0.0,0.0,0.0,1.0,no first departure,0.0,0.0,1,Charlotte, NC,Atlanta, GA,2019-03-08,2019-03-08 15:56:00,2019-03-08 17:11:00,3,4,2,8,5,0,0,956,1031,15,17,5,Moderate rain
2409,2019-06-12,UA,N36447,440,13930,11618,17:50:00,1908.0,78.0,24.0,1932.0,2207.0,8.0,21:14:00,2215.0,61.0,0.0,not cancelled,0.0,144.0,127.0,95.0,719.0,0.0,0.0,0.0,0.0,61.0,no first departure,0.0,0.0,0,Chicago, IL,Newark, NJ,2019-06-12,2019-06-12 17:50:00,2019-06-12 21:14:00,6,2,3,5,4,0,0,1070,1274,17,21,5,Moderate or heavy rain shower
2616,2019-06-21,WN,N958WN,2363,13232,14683,15:15:00,1604.0,49.0,18.0,1622.0,1850.0,3.0,17:55:00,1853.0,58.0,0.0,not cancelled,0.0,160.0,169.0,148.0,1036.0,20.0,0.0,9.0,0.0,29.0,no first departure,0.0,0.0,0,Chicago, IL,San Antonio, TX,2019-06-21,2019-06-21 15:15:00,2019-06-21 17:55:00,6,4,3,29,8,0,0,915,1075,15,17,5,Sunny
3444,2018-03-24,YV,N950LR,5812,15376,14107,15:05:00,1559.0,54.0,7.0,1606.0,1630.0,5.0,16:00:00,1635.0,35.0,0.0,not cancelled,0.0,55.0,36.0,24.0,110.0,5.0,0.0,0.0,0.0,30.0,no first departure,0.0,0.0,1,Tucson, AZ,Phoenix, AZ,2018-03-24,2018-03-24 15:05:00,2018-03-24 16:00:00,3,5,2,2,2,1,1,905,960,15,16,5,Partly cloudy
4138,2019-02-02,YV,N956LR,5780,12896,11298,10:31:00,1059.0,28.0,16.0,1115.0,1205.0,5.0,11:48:00,1210.0,22.0,0.0,not cancelled,0.0,77.0,71.0,50.0,282.0,22.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Lubbock, TX,Dallas/Fort Worth, TX,2019-02-02,2019-02-02 10:31:00,2019-02-02 11:48:00,2,5,1,1,2,1,1,631,708,10,11,3,Light rain shower
1832,2018-11-02,G4,402NV,2214,14761,13983,18:04:00,1838.0,34.0,21.0,1859.0,1923.0,7.0,19:06:00,1930.0,24.0,0.0,not cancelled,0.0,122.0,112.0,84.0,706.0,0.0,0.0,0.0,0.0,24.0,no first departure,0.0,0.0,0,Sanford, FL,Owensboro, KY,2018-11-02,2018-11-02 18:04:00,2018-11-02 19:06:00,11,4,4,4,3,0,0,1084,1146,18,19,6,Torrential rain shower
4605,2019-02-27,YV,N86344,6109,11140,12266,17:58:00,1817.0,19.0,12.0,1829.0,1913.0,9.0,19:00:00,1922.0,22.0,0.0,not cancelled,0.0,62.0,65.0,44.0,201.0,0.0,0.0,0.0,0.0,22.0,no first departure,0.0,0.0,1,Corpus Christi, TX,Houston, TX,2019-02-27,2019-02-27 17:58:00,2019-02-27 19:00:00,2,2,1,1,1,0,0,1078,1140,17,19,5,Cloudy
4915,2018-06-17,DL,N776DE,2899,11193,13204,14:46:00,1502.0,16.0,14.0,1516.0,1705.0,9.0,16:55:00,1714.0,19.0,0.0,not cancelled,0.0,129.0,132.0,109.0,757.0,16.0,0.0,3.0,0.0,0.0,no first departure,0.0,0.0,0,Cincinnati, OH,Orlando, FL,2018-06-17,2018-06-17 14:46:00,2018-06-17 16:55:00,6,6,3,1,1,0,0,886,1015,14,16,4,Moderate or heavy rain shower
11857,2018-07-06,NK,N505NK,840,13204,14524,15:21:00,1833.0,192.0,31.0,1904.0,2046.0,12.0,17:19:00,2058.0,219.0,0.0,not cancelled,0.0,118.0,145.0,102.0,667.0,0.0,0.0,219.0,0.0,0.0,1516.0,157.0,157.0,0,Orlando, FL,Richmond, VA,2018-07-06,2018-07-06 15:21:00,2018-07-06 17:19:00,7,4,3,1,3,1,1,921,1039,15,17,5,Torrential rain shower
8867,2019-01-21,OO,N154SY,5218,11503,14771,14:45:00,1701.0,136.0,44.0,1745.0,1842.0,7.0,16:26:00,1849.0,143.0,0.0,not cancelled,0.0,161.0,168.0,117.0,847.0,56.0,0.0,7.0,0.0,80.0,no first departure,0.0,0.0,1,Eagle, CO,San Francisco, CA,2019-01-21,2019-01-21 14:45:00,2019-01-21 16:26:00,1,0,1,1,1,0,0,885,986,14,16,4,Sunny
13771,2019-04-30,YX,N407YX,4650,10693,12953,09:44:00,1101.0,77.0,14.0,1115.0,1357.0,19.0,13:00:00,1416.0,76.0,0.0,not cancelled,0.0,136.0,135.0,102.0,764.0,0.0,0.0,0.0,0.0,76.0,no first departure,0.0,0.0,1,Nashville, TN,New York, NY,2019-04-30,2019-04-30 09:44:00,2019-04-30 13:00:00,4,1,2,3,3,1,1,584,780,9,13,3,Sunny
8581,2019-01-02,AA,N9681B,1098,13198,11298,06:09:00,650.0,41.0,27.0,717.0,839.0,13.0,08:05:00,852.0,47.0,0.0,not cancelled,0.0,116.0,122.0,82.0,460.0,0.0,0.0,47.0,0.0,0.0,no first departure,0.0,0.0,0,Kansas City, MO,Dallas/Fort Worth, TX,2019-01-02,2019-01-02 06:09:00,2019-01-02 08:05:00,1,2,1,1,1,0,0,369,485,6,8,2,Cloudy
3490,2018-03-25,WN,N767SW,4357,14635,12339,13:00:00,1316.0,16.0,11.0,1327.0,1543.0,13.0,15:40:00,1556.0,16.0,0.0,not cancelled,0.0,160.0,160.0,136.0,945.0,2.0,0.0,0.0,0.0,14.0,no first departure,0.0,0.0,0,Fort Myers, FL,Indianapolis, IN,2018-03-25,2018-03-25 13:00:00,2018-03-25 15:40:00,3,6,2,29,11,0,0,780,940,13,15,4,Sunny
12344,2018-07-30,AA,N647AW,2047,15376,11298,09:30:00,1003.0,33.0,10.0,1013.0,1359.0,9.0,13:51:00,1408.0,17.0,0.0,not cancelled,0.0,141.0,125.0,106.0,813.0,0.0,0.0,0.0,0.0,17.0,no first departure,0.0,0.0,0,Tucson, AZ,Dallas/Fort Worth, TX,2018-07-30,2018-07-30 09:30:00,2018-07-30 13:51:00,7,0,3,1,1,0,0,570,831,9,13,3,Patchy light rain with thunder
349,2018-01-18,YV,N953LR,5961,14107,15376,21:05:00,2135.0,30.0,21.0,2156.0,2218.0,5.0,21:50:00,2223.0,33.0,0.0,not cancelled,0.0,45.0,48.0,22.0,110.0,0.0,0.0,3.0,0.0,30.0,no first departure,0.0,0.0,1,Phoenix, AZ,Tucson, AZ,2018-01-18,2018-01-18 21:05:00,2018-01-18 21:50:00,1,3,1,10,10,0,0,1265,1310,21,21,7,Clear
9093,2019-01-27,OO,N900EV,3525,10434,11433,14:41:00,1603.0,82.0,7.0,1610.0,1723.0,6.0,16:35:00,1729.0,54.0,0.0,not cancelled,0.0,114.0,86.0,73.0,399.0,54.0,0.0,0.0,0.0,0.0,1438.0,59.0,59.0,1,Scranton/Wilkes-Barre, PA,Detroit, MI,2019-01-27,2019-01-27 14:41:00,2019-01-27 16:35:00,1,6,1,1,2,1,1,881,995,14,16,4,Light sleet
15026,2019-07-26,C5,N11191,4914,12264,10434,12:35:00,1250.0,15.0,45.0,1335.0,1412.0,4.0,13:45:00,1416.0,31.0,0.0,not cancelled,0.0,70.0,86.0,37.0,189.0,15.0,0.0,16.0,0.0,0.0,no first departure,0.0,0.0,1,Washington, DC,Scranton/Wilkes-Barre, PA,2019-07-26,2019-07-26 12:35:00,2019-07-26 13:45:00,7,4,3,7,4,0,0,755,825,12,13,4,Partly cloudy
9114,2019-01-28,EV,N16981,4260,11618,11193,19:00:00,1946.0,46.0,16.0,2002.0,2140.0,8.0,21:15:00,2148.0,33.0,0.0,not cancelled,0.0,135.0,122.0,98.0,569.0,0.0,0.0,0.0,0.0,33.0,no first departure,0.0,0.0,1,Newark, NJ,Cincinnati, OH,2019-01-28,2019-01-28 19:00:00,2019-01-28 21:15:00,1,0,1,1,2,0,0,1140,1275,19,21,6,Clear
8992,2019-01-22,WN,N7819A,208,10599,15304,18:00:00,1828.0,28.0,7.0,1835.0,2040.0,3.0,20:20:00,2043.0,23.0,0.0,not cancelled,0.0,80.0,75.0,65.0,459.0,6.0,0.0,0.0,0.0,17.0,no first departure,0.0,0.0,0,Birmingham, AL,Tampa, FL,2019-01-22,2019-01-22 18:00:00,2019-01-22 20:20:00,1,1,1,12,5,0,0,1080,1220,18,20,6,Patchy moderate snow
8678,2019-01-14,OO,N181SY,3370,14831,14908,21:00:00,2143.0,43.0,18.0,2201.0,2305.0,4.0,22:35:00,2309.0,34.0,0.0,not cancelled,0.0,95.0,86.0,64.0,342.0,0.0,0.0,0.0,0.0,34.0,no first departure,0.0,0.0,1,San Jose, CA,Santa Ana, CA,2019-01-14,2019-01-14 21:00:00,2019-01-14 22:35:00,1,0,1,5,3,0,0,1260,1355,21,22,7,Clear
7270,2018-10-27,F9,N709FR,1718,15016,13204,16:48:00,1722.0,34.0,13.0,1735.0,2032.0,10.0,20:09:00,2042.0,33.0,0.0,not cancelled,0.0,141.0,140.0,117.0,882.0,0.0,0.0,21.0,0.0,12.0,no first departure,0.0,0.0,0,St. Louis, MO,Orlando, FL,2018-10-27,2018-10-27 16:48:00,2018-10-27 20:09:00,10,5,4,1,2,1,1,1008,1209,16,20,5,Sunny
433,2018-01-21,WN,N777QC,3875,12889,14771,12:25:00,1411.0,106.0,12.0,1423.0,1536.0,8.0,14:05:00,1544.0,99.0,0.0,not cancelled,0.0,100.0,93.0,73.0,414.0,0.0,0.0,99.0,0.0,0.0,no first departure,0.0,0.0,0,Las Vegas, NV,San Francisco, CA,2018-01-21,2018-01-21 12:25:00,2018-01-21 14:05:00,1,6,1,27,12,0,0,745,845,12,14,4,Sunny
12119,2018-07-13,F9,N701FR,87,15016,12889,17:59:00,1817.0,18.0,30.0,1847.0,1949.0,10.0,19:33:00,1959.0,26.0,0.0,not cancelled,0.0,214.0,222.0,182.0,1371.0,18.0,0.0,8.0,0.0,0.0,no first departure,0.0,0.0,0,St. Louis, MO,Las Vegas, NV,2018-07-13,2018-07-13 17:59:00,2018-07-13 19:33:00,7,4,3,1,1,0,0,1079,1173,17,19,5,Sunny
4901,2018-06-17,OH,N539EA,5656,14730,11057,05:25:00,1021.0,296.0,10.0,1031.0,1130.0,14.0,06:48:00,1144.0,296.0,0.0,not cancelled,0.0,83.0,83.0,59.0,335.0,0.0,0.0,296.0,0.0,0.0,no first departure,0.0,0.0,1,Louisville, KY,Charlotte, NC,2018-06-17,2018-06-17 05:25:00,2018-06-17 06:48:00,6,6,3,1,1,0,0,325,408,5,6,1,Clear
9359,2018-05-08,WN,N901WN,1931,14679,14107,09:50:00,950.0,0.0,39.0,1029.0,1118.0,2.0,11:00:00,1120.0,20.0,0.0,not cancelled,0.0,70.0,90.0,49.0,304.0,0.0,0.0,20.0,0.0,0.0,no first departure,0.0,0.0,0,San Diego, CA,Phoenix, AZ,2018-05-08,2018-05-08 09:50:00,2018-05-08 11:00:00,5,1,2,29,11,0,0,590,660,9,11,3,Partly cloudy
9578,2018-05-29,YX,N115HQ,4696,11066,11278,16:00:00,1816.0,136.0,18.0,1834.0,1922.0,8.0,17:24:00,1930.0,126.0,0.0,not cancelled,0.0,84.0,74.0,48.0,323.0,0.0,0.0,0.0,0.0,126.0,no first departure,0.0,0.0,1,Columbus, OH,Washington, DC,2018-05-29,2018-05-29 16:00:00,2018-05-29 17:24:00,5,1,2,2,2,0,0,960,1044,16,17,5,Sunny
10386,2018-09-17,OO,N743SK,5895,12892,10372,09:50:00,1159.0,129.0,13.0,1212.0,1442.0,3.0,13:02:00,1445.0,103.0,0.0,not cancelled,0.0,132.0,106.0,90.0,737.0,21.0,0.0,0.0,0.0,82.0,no first departure,0.0,0.0,1,Los Angeles, CA,Aspen, CO,2018-09-17,2018-09-17 09:50:00,2018-09-17 13:02:00,9,0,4,5,4,0,0,590,782,9,13,3,Sunny
478,2018-01-24,EV,N16149,4436,14307,11618,12:29:00,1321.0,52.0,15.0,1336.0,1432.0,8.0,13:55:00,1440.0,45.0,0.0,not cancelled,0.0,86.0,79.0,56.0,160.0,0.0,0.0,42.0,0.0,3.0,no first departure,0.0,0.0,1,Providence, RI,Newark, NJ,2018-01-24,2018-01-24 12:29:00,2018-01-24 13:55:00,1,2,1,1,1,0,0,749,835,12,13,4,Sunny
11907,2018-07-08,CP,N627CZ,5842,12889,14679,19:00:00,2128.0,148.0,17.0,2145.0,2232.0,14.0,20:20:00,2246.0,146.0,0.0,not cancelled,0.0,80.0,78.0,47.0,258.0,6.0,0.0,0.0,0.0,140.0,no first departure,0.0,0.0,1,Las Vegas, NV,San Diego, CA,2018-07-08,2018-07-08 19:00:00,2018-07-08 20:20:00,7,6,3,3,1,0,0,1140,1220,19,20,6,Clear
3534,2018-03-29,AS,N468AS,85,10397,14747,06:15:00,701.0,46.0,18.0,719.0,921.0,9.0,08:50:00,930.0,40.0,0.0,not cancelled,0.0,335.0,329.0,302.0,2182.0,0.0,40.0,0.0,0.0,0.0,632.0,12.0,12.0,0,Atlanta, GA,Seattle, WA,2018-03-29,2018-03-29 06:15:00,2018-03-29 08:50:00,3,3,2,1,1,0,0,375,530,6,8,2,Mist
7822,2019-12-26,AA,N524UW,892,12892,14771,20:00:00,2107.0,67.0,18.0,2125.0,2225.0,10.0,21:32:00,2235.0,63.0,0.0,not cancelled,0.0,92.0,88.0,60.0,337.0,63.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Los Angeles, CA,San Francisco, CA,2019-12-26,2019-12-26 20:00:00,2019-12-26 21:32:00,12,3,1,3,2,0,0,1200,1292,20,21,6,Patchy rain possible
330,2018-01-18,YV,N951LR,5938,11298,10747,22:20:00,2318.0,58.0,16.0,2334.0,46.0,4.0,23:51:00,50.0,59.0,0.0,not cancelled,0.0,91.0,92.0,72.0,482.0,0.0,0.0,1.0,0.0,58.0,no first departure,0.0,0.0,1,Dallas/Fort Worth, TX,Brownsville, TX,2018-01-18,2018-01-18 22:20:00,2018-01-18 23:51:00,1,3,1,8,3,0,0,1340,1431,22,23,7,Clear
4634,2019-02-27,UA,N27503,454,12892,13830,16:00:00,1552.0,-8.0,13.0,1605.0,2022.0,4.0,20:00:00,2026.0,26.0,0.0,not cancelled,0.0,360.0,394.0,377.0,2486.0,0.0,0.0,26.0,0.0,0.0,no first departure,0.0,0.0,0,Los Angeles, CA,Kahului, HI,2019-02-27,2019-02-27 16:00:00,2019-02-27 20:00:00,2,2,1,4,5,0,0,960,1200,16,20,5,Light drizzle
4903,2018-06-17,OH,N209PS,5657,11057,10208,11:09:00,1356.0,167.0,9.0,1405.0,1434.0,4.0,11:58:00,1438.0,160.0,0.0,not cancelled,0.0,49.0,42.0,29.0,140.0,160.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Charlotte, NC,Augusta, GA,2018-06-17,2018-06-17 11:09:00,2018-06-17 11:58:00,6,6,3,6,6,0,0,669,718,11,11,3,Sunny
8349,2019-09-12,AX,N41104,4780,11612,13930,10:00:00,1122.0,82.0,20.0,1142.0,1243.0,20.0,11:35:00,1303.0,88.0,0.0,not cancelled,0.0,95.0,101.0,61.0,272.0,0.0,0.0,68.0,0.0,20.0,no first departure,0.0,0.0,1,Evansville, IN,Chicago, IL,2019-09-12,2019-09-12 10:00:00,2019-09-12 11:35:00,9,3,4,1,1,0,0,600,695,10,11,3,Sunny
1757,2019-10-29,HA,N476HA,519,12402,13830,17:36:00,1823.0,47.0,13.0,1836.0,1859.0,5.0,18:17:00,1904.0,47.0,0.0,not cancelled,0.0,41.0,41.0,23.0,121.0,0.0,25.0,0.0,0.0,22.0,no first departure,0.0,0.0,0,Hilo, HI,Kahului, HI,2019-10-29,2019-10-29 17:36:00,2019-10-29 18:17:00,10,1,4,2,3,0,0,1056,1097,17,18,5,Light rain shower
2234,2019-06-06,C5,N14198,4947,11618,11278,14:40:00,1619.0,99.0,29.0,1648.0,1741.0,4.0,16:12:00,1745.0,93.0,0.0,not cancelled,0.0,92.0,86.0,53.0,199.0,10.0,0.0,0.0,0.0,83.0,no first departure,0.0,0.0,1,Newark, NJ,Washington, DC,2019-06-06,2019-06-06 14:40:00,2019-06-06 16:12:00,6,3,3,15,6,0,0,880,972,14,16,4,Cloudy
3460,2018-03-24,YV,N934FJ,5839,14107,13158,08:38:00,849.0,11.0,40.0,929.0,1237.0,47.0,12:27:00,1324.0,57.0,0.0,not cancelled,0.0,109.0,155.0,68.0,581.0,11.0,0.0,46.0,0.0,0.0,no first departure,0.0,0.0,1,Phoenix, AZ,Midland/Odessa, TX,2018-03-24,2018-03-24 08:38:00,2018-03-24 12:27:00,3,5,2,8,8,0,0,518,747,8,12,2,Sunny
2060,2018-11-24,UA,N417UA,2088,11292,14869,11:30:00,1126.0,-4.0,11.0,1137.0,1244.0,41.0,13:04:00,1325.0,21.0,0.0,not cancelled,0.0,94.0,119.0,67.0,391.0,0.0,0.0,21.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,Salt Lake City, UT,2018-11-24,2018-11-24 11:30:00,2018-11-24 13:04:00,11,5,4,1,2,0,0,690,784,11,13,3,Sunny
14046,2019-03-10,EV,N909EV,4052,15412,13930,06:10:00,637.0,27.0,19.0,656.0,714.0,7.0,07:03:00,721.0,18.0,0.0,not cancelled,0.0,113.0,104.0,78.0,475.0,18.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Knoxville, TN,Chicago, IL,2019-03-10,2019-03-10 06:10:00,2019-03-10 07:03:00,3,6,2,1,1,0,0,370,423,6,7,2,Moderate rain at times
6691,2018-10-05,AA,N877NN,1003,15016,13930,07:21:00,751.0,30.0,12.0,803.0,903.0,11.0,08:45:00,914.0,29.0,0.0,not cancelled,0.0,84.0,83.0,60.0,258.0,0.0,0.0,29.0,0.0,0.0,no first departure,0.0,0.0,0,St. Louis, MO,Chicago, IL,2018-10-05,2018-10-05 07:21:00,2018-10-05 08:45:00,10,4,4,1,1,0,0,441,525,7,8,2,Sunny
14710,2019-07-07,OO,N941SW,5747,14262,11292,11:30:00,1659.0,329.0,12.0,1711.0,1953.0,8.0,14:46:00,2001.0,315.0,0.0,not cancelled,0.0,136.0,122.0,102.0,776.0,315.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Palm Springs, CA,Denver, CO,2019-07-07,2019-07-07 11:30:00,2019-07-07 14:46:00,7,6,3,1,1,0,0,690,886,11,14,3,Partly cloudy
7371,2019-12-01,OO,N8828D,3941,10408,13487,14:33:00,1629.0,116.0,74.0,1743.0,1822.0,9.0,15:50:00,1831.0,161.0,0.0,not cancelled,0.0,77.0,122.0,39.0,236.0,27.0,0.0,45.0,0.0,89.0,no first departure,0.0,0.0,1,Appleton, WI,Minneapolis, MN,2019-12-01,2019-12-01 14:33:00,2019-12-01 15:50:00,12,6,1,1,2,1,1,873,950,14,15,4,Blizzard
5627,2019-11-11,OH,N540EA,5196,11057,13795,18:08:00,2023.0,135.0,36.0,2059.0,2134.0,4.0,19:15:00,2138.0,143.0,0.0,not cancelled,0.0,67.0,75.0,35.0,191.0,53.0,0.0,8.0,0.0,82.0,no first departure,0.0,0.0,1,Charlotte, NC,Jacksonville/Camp Lejeune, NC,2019-11-11,2019-11-11 18:08:00,2019-11-11 19:15:00,11,0,4,2,3,0,0,1088,1155,18,19,6,Overcast
14005,2019-03-09,F9,N711FR,100,10397,14843,11:18:00,1215.0,57.0,19.0,1234.0,1630.0,12.0,15:54:00,1642.0,48.0,0.0,not cancelled,0.0,216.0,207.0,176.0,1547.0,0.0,0.0,2.0,0.0,46.0,no first departure,0.0,0.0,0,Atlanta, GA,San Juan, PR,2019-03-09,2019-03-09 11:18:00,2019-03-09 15:54:00,3,5,2,2,2,1,1,678,954,11,15,3,Light rain shower
8343,2019-09-12,AX,N847HK,4784,11003,13930,09:32:00,1127.0,115.0,45.0,1212.0,1307.0,15.0,10:47:00,1322.0,155.0,0.0,not cancelled,0.0,75.0,115.0,55.0,196.0,0.0,0.0,155.0,0.0,0.0,928.0,64.0,64.0,1,Cedar Rapids/Iowa City, IA,Chicago, IL,2019-09-12,2019-09-12 09:32:00,2019-09-12 10:47:00,9,3,4,1,2,1,1,572,647,9,10,3,Moderate or heavy rain shower
9033,2019-01-27,WN,N8520Q,4166,14100,15304,07:15:00,709.0,-6.0,29.0,738.0,1018.0,4.0,10:00:00,1022.0,22.0,0.0,not cancelled,0.0,165.0,193.0,160.0,920.0,0.0,0.0,22.0,0.0,0.0,no first departure,0.0,0.0,0,Philadelphia, PA,Tampa, FL,2019-01-27,2019-01-27 07:15:00,2019-01-27 10:00:00,1,6,1,9,3,0,0,435,600,7,10,2,Partly cloudy
4893,2018-06-15,WN,N964WN,1001,13891,14107,20:10:00,2032.0,22.0,6.0,2038.0,2134.0,4.0,21:15:00,2138.0,23.0,0.0,not cancelled,0.0,65.0,66.0,56.0,325.0,0.0,0.0,1.0,0.0,22.0,no first departure,0.0,0.0,0,Ontario, CA,Phoenix, AZ,2018-06-15,2018-06-15 20:10:00,2018-06-15 21:15:00,6,4,3,21,6,0,0,1210,1275,20,21,6,Clear
661,2018-08-03,AA,N931AN,1138,14107,13487,18:52:00,1945.0,53.0,18.0,2003.0,37.0,9.0,23:54:00,46.0,52.0,0.0,not cancelled,0.0,182.0,181.0,154.0,1276.0,52.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Phoenix, AZ,Minneapolis, MN,2018-08-03,2018-08-03 18:52:00,2018-08-03 23:54:00,8,4,3,4,2,0,0,1132,1434,18,23,6,Clear
10227,2018-09-04,B6,N995JB,838,10732,12478,05:10:00,638.0,88.0,10.0,648.0,1009.0,8.0,09:00:00,1017.0,77.0,0.0,not cancelled,0.0,230.0,219.0,201.0,1576.0,2.0,0.0,0.0,0.0,75.0,no first departure,0.0,0.0,0,Aguadilla, PR,New York, NY,2018-09-04,2018-09-04 05:10:00,2018-09-04 09:00:00,9,1,4,1,1,0,0,310,540,5,9,1,Clear
2720,2019-06-24,AA,N879NN,1351,15304,11298,11:42:00,1256.0,74.0,11.0,1307.0,1423.0,11.0,13:21:00,1434.0,73.0,0.0,not cancelled,0.0,159.0,158.0,136.0,929.0,6.0,0.0,0.0,0.0,67.0,no first departure,0.0,0.0,0,Tampa, FL,Dallas/Fort Worth, TX,2019-06-24,2019-06-24 11:42:00,2019-06-24 13:21:00,6,0,3,1,2,1,1,702,801,11,13,3,Sunny
3027,2018-03-05,WN,N963WN,6204,15016,10693,19:00:00,1928.0,28.0,8.0,1936.0,2016.0,5.0,20:05:00,2021.0,16.0,0.0,not cancelled,0.0,65.0,53.0,40.0,272.0,0.0,0.0,0.0,0.0,16.0,no first departure,0.0,0.0,0,St. Louis, MO,Nashville, TN,2018-03-05,2018-03-05 19:00:00,2018-03-05 20:05:00,3,0,2,14,5,0,0,1140,1205,19,20,6,Clear
826,2018-08-17,G7,N159GJ,4474,13930,13230,14:05:00,1527.0,82.0,28.0,1555.0,1824.0,16.0,17:00:00,1840.0,100.0,0.0,not cancelled,0.0,115.0,133.0,89.0,594.0,13.0,0.0,18.0,0.0,69.0,no first departure,0.0,0.0,1,Chicago, IL,Harrisburg, PA,2018-08-17,2018-08-17 14:05:00,2018-08-17 17:00:00,8,4,3,7,9,0,0,845,1020,14,17,4,Moderate or heavy rain shower
13943,2019-03-07,AS,N309AS,690,14747,11884,19:30:00,2015.0,45.0,14.0,2029.0,2107.0,3.0,20:30:00,2110.0,40.0,0.0,not cancelled,0.0,60.0,55.0,38.0,224.0,40.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Seattle, WA,Spokane, WA,2019-03-07,2019-03-07 19:30:00,2019-03-07 20:30:00,3,3,2,13,8,0,0,1170,1230,19,20,6,Light sleet showers
2881,2018-03-01,OH,N598NN,5221,11057,15412,19:54:00,2045.0,51.0,23.0,2108.0,2147.0,4.0,20:54:00,2151.0,57.0,0.0,not cancelled,0.0,60.0,66.0,39.0,177.0,31.0,0.0,6.0,0.0,20.0,no first departure,0.0,0.0,1,Charlotte, NC,Knoxville, TN,2018-03-01,2018-03-01 19:54:00,2018-03-01 20:54:00,3,3,2,8,9,0,0,1194,1254,19,20,6,Moderate rain at times
6803,2018-10-09,AA,N163US,2068,12953,11057,17:14:00,1756.0,42.0,34.0,1830.0,1954.0,24.0,19:24:00,2018.0,54.0,0.0,not cancelled,0.0,130.0,142.0,84.0,544.0,42.0,0.0,12.0,0.0,0.0,no first departure,0.0,0.0,0,New York, NY,Charlotte, NC,2018-10-09,2018-10-09 17:14:00,2018-10-09 19:24:00,10,1,4,2,4,1,1,1034,1164,17,19,5,Partly cloudy
