,fl_date,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,dest_airport_id,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,share_code,origin_city,origin_state,dest_city,dest_state,arr_date,dep_datetime,arr_datetime,fl_month,fl_weekday,season,day_num_of_flights,num_flights_6hr,inbound_fl_num,inbound_fl,dep_min_of_day,arr_min_of_day,dep_hr,arr_hr,hr,weather
9300,2018-05-06,DL,N6712B,2393,10397,11697,14:10:00,1430.0,20.0,10.0,1440.0,1619.0,6.0,16:01:00,1625.0,24.0,0.0,not cancelled,0.0,111.0,115.0,99.0,581.0,20.0,0.0,4.0,0.0,0.0,no first departure,0.0,0.0,0,Atlanta, GA,Fort Lauderdale, FL,2018-05-06,2018-05-06 14:10:00,2018-05-06 16:01:00,5,6,2,12,7,0,0,850,961,14,16,4,Sunny
13492,2019-04-14,WN,N566WN,46,11292,12191,13:30:00,1430.0,60.0,17.0,1447.0,1743.0,2.0,16:50:00,1745.0,55.0,0.0,not cancelled,0.0,140.0,135.0,116.0,883.0,55.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,Houston, TX,2019-04-14,2019-04-14 13:30:00,2019-04-14 16:50:00,4,6,2,28,12,0,0,810,1010,13,16,4,Sunny
13295,2019-04-09,WN,N940WN,2071,14057,12889,14:10:00,1553.0,103.0,10.0,1603.0,1747.0,5.0,16:20:00,1752.0,92.0,0.0,not cancelled,0.0,130.0,119.0,104.0,763.0,0.0,0.0,0.0,0.0,92.0,no first departure,0.0,0.0,0,Portland, OR,Las Vegas, NV,2019-04-09,2019-04-09 14:10:00,2019-04-09 16:20:00,4,1,2,29,11,0,0,850,980,14,16,4,Light rain shower
4308,2019-02-17,AA,N903AN,2398,13204,13930,16:27:00,1806.0,99.0,33.0,1839.0,2019.0,19.0,18:35:00,2038.0,123.0,0.0,not cancelled,0.0,188.0,212.0,160.0,1005.0,0.0,0.0,34.0,0.0,89.0,no first departure,0.0,0.0,0,Orlando, FL,Chicago, IL,2019-02-17,2019-02-17 16:27:00,2019-02-17 18:35:00,2,6,1,4,4,1,1,987,1115,16,18,5,Cloudy
2885,2018-03-01,OH,N580NN,5225,13577,11057,19:44:00,2130.0,106.0,11.0,2141.0,2218.0,10.0,20:50:00,2228.0,98.0,0.0,not cancelled,0.0,66.0,58.0,37.0,157.0,0.0,0.0,0.0,0.0,98.0,no first departure,0.0,0.0,1,Myrtle Beach, SC,Charlotte, NC,2018-03-01,2018-03-01 19:44:00,2018-03-01 20:50:00,3,3,2,2,1,0,0,1184,1250,19,20,6,Light rain shower
1489,2019-10-19,AA,N535UW,2719,11057,10821,15:09:00,1734.0,145.0,10.0,1744.0,1837.0,5.0,16:37:00,1842.0,125.0,0.0,not cancelled,0.0,88.0,68.0,53.0,361.0,4.0,0.0,0.0,0.0,121.0,no first departure,0.0,0.0,0,Charlotte, NC,Baltimore, MD,2019-10-19,2019-10-19 15:09:00,2019-10-19 16:37:00,10,5,4,3,3,0,0,909,997,15,16,5,Light drizzle
4263,2019-02-12,OO,N632SK,3556,13487,13232,06:52:00,657.0,5.0,78.0,815.0,924.0,7.0,08:55:00,931.0,36.0,0.0,not cancelled,0.0,123.0,154.0,69.0,349.0,0.0,0.0,31.0,0.0,5.0,no first departure,0.0,0.0,1,Minneapolis, MN,Chicago, IL,2019-02-12,2019-02-12 06:52:00,2019-02-12 08:55:00,2,1,1,3,1,0,0,412,535,6,8,2,Moderate snow
2342,2019-06-11,AS,N419AS,485,14893,14747,18:40:00,1910.0,30.0,25.0,1935.0,2053.0,20.0,20:35:00,2113.0,38.0,0.0,not cancelled,0.0,115.0,123.0,78.0,605.0,0.0,0.0,38.0,0.0,0.0,no first departure,0.0,0.0,0,Sacramento, CA,Seattle, WA,2019-06-11,2019-06-11 18:40:00,2019-06-11 20:35:00,6,1,3,1,1,0,0,1120,1235,18,20,6,Clear
5229,2018-06-27,B6,N653JB,221,10721,14027,21:59:00,2234.0,35.0,13.0,2247.0,124.0,7.0,01:10:00,131.0,21.0,0.0,not cancelled,0.0,191.0,177.0,157.0,1197.0,4.0,0.0,0.0,0.0,17.0,no first departure,0.0,0.0,0,Boston, MA,West Palm Beach/Palm Beach, FL,2018-06-28,2018-06-27 21:59:00,2018-06-28 01:10:00,6,2,3,3,1,0,0,1319,70,21,1,7,Partly cloudy
10968,2018-04-08,OH,N562NN,5652,11057,14685,16:09:00,1614.0,5.0,30.0,1644.0,1724.0,5.0,17:11:00,1729.0,18.0,0.0,not cancelled,0.0,62.0,75.0,40.0,213.0,0.0,0.0,13.0,0.0,5.0,no first departure,0.0,0.0,1,Charlotte, NC,Savannah, GA,2018-04-08,2018-04-08 16:09:00,2018-04-08 17:11:00,4,6,2,8,12,0,0,969,1031,16,17,5,Sunny
12106,2018-07-13,F9,N330FR,462,11292,13487,14:55:00,1621.0,86.0,11.0,1632.0,1902.0,46.0,17:59:00,1948.0,109.0,0.0,not cancelled,0.0,124.0,147.0,90.0,680.0,38.0,0.0,23.0,0.0,48.0,no first departure,0.0,0.0,0,Denver, CO,Minneapolis, MN,2018-07-13,2018-07-13 14:55:00,2018-07-13 17:59:00,7,4,3,3,3,0,0,895,1079,14,17,4,Sunny
12208,2018-07-22,ZW,N442AW,3931,13930,13342,12:20:00,1443.0,143.0,21.0,1504.0,1524.0,7.0,13:17:00,1531.0,134.0,0.0,not cancelled,0.0,57.0,48.0,20.0,67.0,134.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Chicago, IL,Milwaukee, WI,2018-07-22,2018-07-22 12:20:00,2018-07-22 13:17:00,7,6,3,9,11,0,0,740,797,12,13,4,Light rain shower
6103,2018-12-09,AX,N607AE,4226,11278,12884,17:14:00,1959.0,165.0,33.0,2032.0,2140.0,2.0,19:02:00,2142.0,160.0,0.0,not cancelled,0.0,108.0,103.0,68.0,479.0,160.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Washington, DC,Lansing, MI,2018-12-09,2018-12-09 17:14:00,2018-12-09 19:02:00,12,6,1,8,7,1,1,1034,1142,17,19,5,Heavy snow
1134,2018-08-27,YV,N89357,6096,12266,13851,18:05:00,1850.0,45.0,9.0,1859.0,1959.0,4.0,19:34:00,2003.0,29.0,0.0,not cancelled,0.0,89.0,73.0,60.0,395.0,29.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Houston, TX,Oklahoma City, OK,2018-08-27,2018-08-27 18:05:00,2018-08-27 19:34:00,8,0,3,9,4,0,0,1085,1174,18,19,6,Moderate or heavy rain shower
15091,2019-07-30,WN,N8634A,445,11618,14107,17:15:00,1931.0,136.0,33.0,2004.0,2137.0,10.0,19:40:00,2147.0,127.0,0.0,not cancelled,0.0,325.0,316.0,273.0,2133.0,0.0,0.0,88.0,0.0,39.0,no first departure,0.0,0.0,0,Newark, NJ,Phoenix, AZ,2019-07-30,2019-07-30 17:15:00,2019-07-30 19:40:00,7,1,3,14,6,0,0,1035,1180,17,19,5,Patchy rain possible
12343,2018-07-30,AA,N545UW,2046,11057,15304,07:30:00,736.0,6.0,26.0,802.0,912.0,6.0,09:02:00,918.0,16.0,0.0,not cancelled,0.0,92.0,102.0,70.0,507.0,0.0,0.0,10.0,0.0,6.0,no first departure,0.0,0.0,0,Charlotte, NC,Tampa, FL,2018-07-30,2018-07-30 07:30:00,2018-07-30 09:02:00,7,0,3,8,4,0,0,450,542,7,9,2,Partly cloudy
7649,2019-12-18,AA,N112US,130,10721,14100,06:25:00,630.0,5.0,46.0,716.0,830.0,3.0,08:09:00,833.0,24.0,0.0,not cancelled,0.0,104.0,123.0,74.0,280.0,0.0,5.0,19.0,0.0,0.0,no first departure,0.0,0.0,0,Boston, MA,Philadelphia, PA,2019-12-18,2019-12-18 06:25:00,2019-12-18 08:09:00,12,2,1,1,1,0,0,385,489,6,8,2,Patchy heavy snow
977,2018-08-21,DL,N703TW,1726,11278,12892,17:36:00,1730.0,-6.0,106.0,1916.0,2125.0,8.0,20:22:00,2133.0,71.0,0.0,not cancelled,0.0,346.0,423.0,309.0,2311.0,0.0,0.0,71.0,0.0,0.0,no first departure,0.0,0.0,0,Washington, DC,Los Angeles, CA,2018-08-21,2018-08-21 17:36:00,2018-08-21 20:22:00,8,1,3,1,1,0,0,1056,1222,17,20,5,Light rain shower
2877,2018-03-01,OH,N555NN,5218,15249,11057,15:19:00,1550.0,31.0,46.0,1636.0,1732.0,19.0,16:53:00,1751.0,58.0,0.0,not cancelled,0.0,94.0,121.0,56.0,386.0,4.0,0.0,27.0,0.0,27.0,no first departure,0.0,0.0,1,Tallahassee, FL,Charlotte, NC,2018-03-01,2018-03-01 15:19:00,2018-03-01 16:53:00,3,3,2,1,2,1,1,919,1013,15,16,5,Patchy rain possible
2180,2018-11-27,ZW,N424AW,4835,12278,13930,11:15:00,1145.0,30.0,39.0,1224.0,1400.0,14.0,13:16:00,1414.0,58.0,0.0,not cancelled,0.0,121.0,149.0,96.0,588.0,0.0,0.0,48.0,0.0,10.0,no first departure,0.0,0.0,1,Wichita, KS,Chicago, IL,2018-11-27,2018-11-27 11:15:00,2018-11-27 13:16:00,11,1,4,1,1,0,0,675,796,11,13,3,Sunny
7923,2019-12-30,OO,N107SY,5871,14771,14004,11:06:00,1135.0,29.0,14.0,1149.0,1400.0,3.0,13:18:00,1403.0,45.0,0.0,not cancelled,0.0,132.0,148.0,131.0,710.0,0.0,0.0,16.0,0.0,29.0,no first departure,0.0,0.0,1,San Francisco, CA,Everett, WA,2019-12-30,2019-12-30 11:06:00,2019-12-30 13:18:00,12,0,1,4,3,0,0,666,798,11,13,3,Sunny
13368,2019-04-12,OO,N631SK,3658,12892,15376,09:40:00,1007.0,27.0,22.0,1029.0,1131.0,4.0,11:13:00,1135.0,22.0,0.0,not cancelled,0.0,93.0,88.0,62.0,451.0,0.0,0.0,0.0,0.0,22.0,no first departure,0.0,0.0,1,Los Angeles, CA,Tucson, AZ,2019-04-12,2019-04-12 09:40:00,2019-04-12 11:13:00,4,4,2,2,1,0,0,580,673,9,11,3,Sunny
14804,2019-07-10,DL,N807DN,1282,14747,12892,17:00:00,1727.0,27.0,16.0,1743.0,1955.0,10.0,19:37:00,2005.0,28.0,0.0,not cancelled,0.0,157.0,158.0,132.0,954.0,2.0,0.0,1.0,0.0,25.0,no first departure,0.0,0.0,0,Seattle, WA,Los Angeles, CA,2019-07-10,2019-07-10 17:00:00,2019-07-10 19:37:00,7,2,3,2,1,0,0,1020,1177,17,19,5,Mist
9523,2018-05-21,AA,N662AW,629,11298,15376,22:20:00,2226.0,6.0,12.0,2238.0,2304.0,6.0,22:40:00,2310.0,30.0,0.0,not cancelled,0.0,140.0,164.0,146.0,813.0,6.0,0.0,24.0,0.0,0.0,no first departure,0.0,0.0,0,Dallas/Fort Worth, TX,Tucson, AZ,2018-05-21,2018-05-21 22:20:00,2018-05-21 22:40:00,5,0,2,2,2,1,1,1340,1360,22,22,7,Clear
1391,2019-10-15,AX,N11106,4636,11292,10627,13:50:00,1431.0,41.0,21.0,1452.0,1723.0,3.0,16:26:00,1726.0,60.0,0.0,not cancelled,0.0,96.0,115.0,91.0,516.0,9.0,0.0,19.0,0.0,32.0,no first departure,0.0,0.0,1,Denver, CO,Bismarck/Mandan, ND,2019-10-15,2019-10-15 13:50:00,2019-10-15 16:26:00,10,1,4,16,8,0,0,830,986,13,16,4,Sunny
9683,2018-02-03,OO,N427SW,4982,13487,11775,11:20:00,1117.0,-3.0,86.0,1243.0,1320.0,5.0,12:41:00,1325.0,44.0,0.0,not cancelled,0.0,81.0,128.0,37.0,196.0,0.0,0.0,44.0,0.0,0.0,no first departure,0.0,0.0,1,Minneapolis, MN,Sioux Falls, SD,2018-02-03,2018-02-03 11:20:00,2018-02-03 12:41:00,2,5,1,1,1,0,0,680,761,11,12,3,Heavy snow
9811,2018-02-07,HA,N491HA,336,12173,13830,14:55:00,1506.0,11.0,23.0,1529.0,1555.0,7.0,15:39:00,1602.0,23.0,0.0,not cancelled,0.0,44.0,56.0,26.0,100.0,17.0,0.0,0.0,0.0,6.0,no first departure,0.0,0.0,0,Honolulu, HI,Kahului, HI,2018-02-07,2018-02-07 14:55:00,2018-02-07 15:39:00,2,2,1,14,5,0,0,895,939,14,15,4,Moderate or heavy rain shower
8510,2019-09-27,DL,N972AT,585,13930,12953,12:45:00,1540.0,175.0,16.0,1556.0,1839.0,25.0,16:00:00,1904.0,184.0,0.0,not cancelled,0.0,135.0,144.0,103.0,733.0,0.0,16.0,9.0,0.0,159.0,no first departure,0.0,0.0,0,Chicago, IL,New York, NY,2019-09-27,2019-09-27 12:45:00,2019-09-27 16:00:00,9,4,4,1,1,0,0,765,960,12,16,4,Moderate or heavy rain shower
4900,2018-06-17,OH,N561NN,5654,11057,13495,16:24:00,2317.0,413.0,9.0,2326.0,2353.0,7.0,17:27:00,2400.0,393.0,0.0,not cancelled,0.0,123.0,103.0,87.0,651.0,293.0,0.0,0.0,0.0,100.0,no first departure,0.0,0.0,1,Charlotte, NC,New Orleans, LA,2018-06-17,2018-06-17 16:24:00,2018-06-17 17:27:00,6,6,3,6,6,0,0,984,1047,16,17,5,Partly cloudy
6510,2018-12-28,UA,N808UA,533,13930,12953,16:00:00,1658.0,58.0,18.0,1716.0,1948.0,8.0,19:05:00,1956.0,51.0,0.0,not cancelled,0.0,125.0,118.0,92.0,733.0,1.0,0.0,0.0,0.0,50.0,no first departure,0.0,0.0,0,Chicago, IL,New York, NY,2018-12-28,2018-12-28 16:00:00,2018-12-28 19:05:00,12,4,1,6,2,0,0,960,1145,16,19,5,Overcast
2575,2019-06-21,UA,N15710,1524,14107,13930,23:59:00,320.0,201.0,10.0,330.0,811.0,8.0,05:18:00,819.0,181.0,0.0,not cancelled,0.0,199.0,179.0,161.0,1440.0,138.0,0.0,0.0,0.0,43.0,no first departure,0.0,0.0,0,Phoenix, AZ,Chicago, IL,2019-06-22,2019-06-21 23:59:00,2019-06-22 05:18:00,6,4,3,1,1,0,0,1439,318,23,5,7,Clear
751,2018-08-08,MQ,N653AE,3427,14193,13303,17:53:00,1835.0,42.0,9.0,1844.0,2110.0,3.0,20:45:00,2113.0,28.0,0.0,not cancelled,0.0,112.0,98.0,86.0,530.0,6.0,0.0,0.0,0.0,22.0,no first departure,0.0,0.0,1,Pensacola, FL,Miami, FL,2018-08-08,2018-08-08 17:53:00,2018-08-08 20:45:00,8,2,3,1,2,1,1,1073,1245,17,20,5,Patchy rain possible
11593,2018-04-27,WN,N7706A,6019,10721,10423,19:20:00,2055.0,95.0,19.0,2114.0,5.0,5.0,22:55:00,10.0,75.0,0.0,not cancelled,0.0,275.0,255.0,231.0,1698.0,4.0,0.0,0.0,0.0,71.0,no first departure,0.0,0.0,0,Boston, MA,Austin, TX,2018-04-27,2018-04-27 19:20:00,2018-04-27 22:55:00,4,4,2,23,7,0,0,1160,1375,19,22,6,Moderate rain
8958,2019-01-22,DL,N376DA,2909,11433,14869,19:25:00,1321.0,1076.0,15.0,1336.0,1511.0,3.0,21:35:00,1514.0,1059.0,0.0,not cancelled,0.0,250.0,233.0,215.0,1481.0,0.0,1059.0,0.0,0.0,0.0,1923.0,237.0,237.0,0,Detroit, MI,Salt Lake City, UT,2019-01-22,2019-01-22 19:25:00,2019-01-22 21:35:00,1,1,1,8,3,0,0,1165,1295,19,21,6,Ice pellets
6773,2018-10-08,MQ,N823AE,3803,14492,12953,08:53:00,929.0,36.0,32.0,1001.0,1102.0,13.0,10:35:00,1115.0,40.0,0.0,not cancelled,0.0,102.0,106.0,61.0,431.0,0.0,0.0,40.0,0.0,0.0,no first departure,0.0,0.0,1,Raleigh/Durham, NC,New York, NY,2018-10-08,2018-10-08 08:53:00,2018-10-08 10:35:00,10,0,4,1,2,1,1,533,635,8,10,2,Light rain shower
66,2018-01-02,WN,N781WN,5146,10257,10821,19:55:00,32.0,277.0,8.0,40.0,128.0,7.0,21:10:00,135.0,265.0,0.0,not cancelled,0.0,75.0,63.0,48.0,289.0,265.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Albany, NY,Baltimore, MD,2018-01-02,2018-01-02 19:55:00,2018-01-02 21:10:00,1,1,1,11,4,0,0,1195,1270,19,21,6,Moderate snow
10780,2018-09-27,F9,N211FR,762,12889,12451,23:00:00,2338.0,38.0,10.0,2348.0,635.0,9.0,06:20:00,644.0,24.0,0.0,not cancelled,0.0,260.0,246.0,227.0,1965.0,0.0,0.0,0.0,0.0,24.0,no first departure,0.0,0.0,0,Las Vegas, NV,Jacksonville, FL,2018-09-28,2018-09-27 23:00:00,2018-09-28 06:20:00,9,3,4,3,3,0,0,1380,380,23,6,7,Clear
10262,2018-09-07,AA,N9621A,1566,11298,13851,10:35:00,1052.0,17.0,22.0,1114.0,1147.0,5.0,11:34:00,1152.0,18.0,0.0,not cancelled,0.0,59.0,60.0,33.0,175.0,6.0,0.0,1.0,0.0,11.0,no first departure,0.0,0.0,0,Dallas/Fort Worth, TX,Oklahoma City, OK,2018-09-07,2018-09-07 10:35:00,2018-09-07 11:34:00,9,4,4,5,3,0,0,635,694,10,11,3,Moderate or heavy rain shower
817,2018-08-17,G7,N168GJ,4483,13930,13502,10:15:00,1006.0,-9.0,64.0,1110.0,1230.0,4.0,12:15:00,1234.0,19.0,0.0,not cancelled,0.0,180.0,208.0,140.0,1081.0,0.0,0.0,19.0,0.0,0.0,no first departure,0.0,0.0,1,Chicago, IL,Montrose/Delta, CO,2018-08-17,2018-08-17 10:15:00,2018-08-17 12:15:00,8,4,3,7,6,0,0,615,735,10,12,3,Moderate or heavy rain shower
11589,2018-04-27,WN,N456WN,764,10721,10397,18:35:00,2002.0,87.0,18.0,2020.0,2237.0,5.0,21:35:00,2242.0,67.0,0.0,not cancelled,0.0,180.0,160.0,137.0,946.0,3.0,0.0,0.0,0.0,64.0,no first departure,0.0,0.0,0,Boston, MA,Atlanta, GA,2018-04-27,2018-04-27 18:35:00,2018-04-27 21:35:00,4,4,2,23,7,0,0,1115,1295,18,21,6,Moderate rain
6848,2018-10-09,AA,N900UW,2811,12892,11298,06:10:00,607.0,-3.0,111.0,758.0,1313.0,17.0,11:17:00,1330.0,133.0,0.0,not cancelled,0.0,187.0,323.0,195.0,1235.0,0.0,0.0,133.0,0.0,0.0,no first departure,0.0,0.0,0,Los Angeles, CA,Dallas/Fort Worth, TX,2018-10-09,2018-10-09 06:10:00,2018-10-09 11:17:00,10,1,4,4,5,0,0,370,677,6,11,2,Sunny
5096,2018-06-22,AA,N991AN,2473,14747,11298,00:31:00,146.0,75.0,16.0,202.0,714.0,12.0,06:15:00,726.0,71.0,0.0,not cancelled,0.0,224.0,220.0,192.0,1660.0,0.0,0.0,0.0,0.0,71.0,no first departure,0.0,0.0,0,Seattle, WA,Dallas/Fort Worth, TX,2018-06-22,2018-06-22 00:31:00,2018-06-22 06:15:00,6,4,3,5,1,0,0,31,375,0,6,0,Clear
9965,2018-02-17,B6,N794JB,1907,10721,10693,17:05:00,1813.0,68.0,20.0,1833.0,2018.0,8.0,19:07:00,2026.0,79.0,0.0,not cancelled,0.0,182.0,193.0,165.0,942.0,68.0,0.0,11.0,0.0,0.0,no first departure,0.0,0.0,0,Boston, MA,Nashville, TN,2018-02-17,2018-02-17 17:05:00,2018-02-17 19:07:00,2,5,1,6,3,0,0,1025,1147,17,19,5,Partly cloudy
12404,2019-05-01,AA,N984TW,1202,11298,12339,15:35:00,1614.0,39.0,17.0,1631.0,1911.0,8.0,18:37:00,1919.0,42.0,0.0,not cancelled,0.0,122.0,125.0,100.0,761.0,6.0,0.0,3.0,0.0,33.0,no first departure,0.0,0.0,0,Dallas/Fort Worth, TX,Indianapolis, IN,2019-05-01,2019-05-01 15:35:00,2019-05-01 18:37:00,5,2,2,7,5,0,0,935,1117,15,18,5,Torrential rain shower
14268,2019-03-18,B6,N249JB,1085,15096,11697,06:10:00,644.0,34.0,38.0,722.0,1015.0,5.0,09:28:00,1020.0,52.0,0.0,not cancelled,0.0,198.0,216.0,173.0,1197.0,34.0,0.0,18.0,0.0,0.0,no first departure,0.0,0.0,0,Syracuse, NY,Fort Lauderdale, FL,2019-03-18,2019-03-18 06:10:00,2019-03-18 09:28:00,3,0,2,1,1,0,0,370,568,6,9,2,Overcast
13384,2019-04-12,MQ,N800AE,3959,14122,14492,18:10:00,1907.0,57.0,13.0,1920.0,2025.0,11.0,19:27:00,2036.0,69.0,0.0,not cancelled,0.0,77.0,89.0,65.0,328.0,0.0,0.0,47.0,0.0,22.0,no first departure,0.0,0.0,1,Pittsburgh, PA,Raleigh/Durham, NC,2019-04-12,2019-04-12 18:10:00,2019-04-12 19:27:00,4,4,2,3,1,0,0,1090,1167,18,19,6,Patchy rain possible
14094,2019-03-11,AA,N998AN,2474,11298,14635,20:30:00,2340.0,190.0,12.0,2352.0,255.0,6.0,23:57:00,301.0,184.0,0.0,not cancelled,0.0,147.0,141.0,123.0,1017.0,51.0,0.0,0.0,0.0,133.0,2026.0,17.0,17.0,0,Dallas/Fort Worth, TX,Fort Myers, FL,2019-03-11,2019-03-11 20:30:00,2019-03-11 23:57:00,3,0,2,8,6,0,0,1230,1437,20,23,6,Moderate or heavy rain shower
5223,2018-06-26,WN,N7831B,224,10257,10821,17:55:00,1834.0,39.0,8.0,1842.0,1940.0,4.0,19:10:00,1944.0,34.0,0.0,not cancelled,0.0,75.0,70.0,58.0,289.0,7.0,0.0,0.0,0.0,27.0,no first departure,0.0,0.0,0,Albany, NY,Baltimore, MD,2018-06-26,2018-06-26 17:55:00,2018-06-26 19:10:00,6,1,3,5,1,0,0,1075,1150,17,19,5,Partly cloudy
3783,2019-08-07,DL,N976DL,2740,10397,11995,21:26:00,2147.0,21.0,23.0,2210.0,2302.0,7.0,22:46:00,2309.0,23.0,0.0,not cancelled,0.0,80.0,82.0,52.0,306.0,21.0,0.0,2.0,0.0,0.0,no first departure,0.0,0.0,0,Atlanta, GA,Greensboro/High Point, NC,2019-08-07,2019-08-07 21:26:00,2019-08-07 22:46:00,8,2,3,15,9,0,0,1286,1366,21,22,7,Moderate or heavy rain shower
13685,2019-04-23,B6,N306JB,1232,12953,10721,17:35:00,1951.0,136.0,13.0,2004.0,2052.0,7.0,18:57:00,2059.0,122.0,0.0,not cancelled,0.0,82.0,68.0,48.0,184.0,0.0,0.0,114.0,0.0,8.0,no first departure,0.0,0.0,0,New York, NY,Boston, MA,2019-04-23,2019-04-23 17:35:00,2019-04-23 18:57:00,4,1,2,1,3,1,1,1055,1137,17,18,5,Partly cloudy
5622,2019-11-11,OH,N569NN,5192,15016,11057,16:14:00,1624.0,10.0,79.0,1743.0,2000.0,13.0,19:16:00,2013.0,57.0,0.0,not cancelled,0.0,122.0,169.0,77.0,575.0,0.0,10.0,47.0,0.0,0.0,no first departure,0.0,0.0,1,St. Louis, MO,Charlotte, NC,2019-11-11,2019-11-11 16:14:00,2019-11-11 19:16:00,11,0,4,1,2,1,1,974,1156,16,19,5,Sunny
2674,2019-06-24,AS,N845VA,1778,14747,12892,17:45:00,1830.0,45.0,13.0,1843.0,2101.0,11.0,20:35:00,2112.0,37.0,0.0,not cancelled,0.0,170.0,162.0,138.0,954.0,37.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,0,Seattle, WA,Los Angeles, CA,2019-06-24,2019-06-24 17:45:00,2019-06-24 20:35:00,6,0,3,8,6,0,0,1065,1235,17,20,5,Sunny
4519,2019-02-24,OO,N755SK,3220,11298,12511,11:35:00,1200.0,25.0,14.0,1214.0,1304.0,3.0,12:51:00,1307.0,16.0,0.0,not cancelled,0.0,76.0,67.0,50.0,327.0,16.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Dallas/Fort Worth, TX,Joplin, MO,2019-02-24,2019-02-24 11:35:00,2019-02-24 12:51:00,2,6,1,6,4,0,0,695,771,11,12,3,Sunny
9742,2018-02-04,UA,N12116,576,11292,11618,09:47:00,946.0,-1.0,47.0,1033.0,1558.0,9.0,15:31:00,1607.0,36.0,0.0,not cancelled,0.0,224.0,261.0,205.0,1605.0,0.0,0.0,36.0,0.0,0.0,no first departure,0.0,0.0,0,Denver, CO,Newark, NJ,2018-02-04,2018-02-04 09:47:00,2018-02-04 15:31:00,2,6,1,8,7,0,0,587,931,9,15,3,Patchy light snow
7725,2019-12-18,ZW,N460AW,3920,11775,13930,15:18:00,1631.0,73.0,17.0,1648.0,1758.0,16.0,17:09:00,1814.0,65.0,0.0,not cancelled,0.0,111.0,103.0,70.0,463.0,1.0,0.0,0.0,0.0,64.0,no first departure,0.0,0.0,1,Sioux Falls, SD,Chicago, IL,2019-12-18,2019-12-18 15:18:00,2019-12-18 17:09:00,12,2,1,1,2,1,1,918,1029,15,17,5,Partly cloudy
4854,2018-06-14,AA,N942AN,1261,13198,11298,07:58:00,756.0,-2.0,9.0,805.0,914.0,47.0,09:44:00,1001.0,17.0,0.0,not cancelled,0.0,106.0,125.0,69.0,460.0,0.0,0.0,17.0,0.0,0.0,no first departure,0.0,0.0,0,Kansas City, MO,Dallas/Fort Worth, TX,2018-06-14,2018-06-14 07:58:00,2018-06-14 09:44:00,6,3,3,1,1,0,0,478,584,7,9,2,Patchy light rain with thunder
8842,2019-01-21,OO,N604SK,3881,11433,11193,10:00:00,1130.0,90.0,53.0,1223.0,1304.0,5.0,11:22:00,1309.0,107.0,0.0,not cancelled,0.0,82.0,99.0,41.0,229.0,61.0,0.0,17.0,0.0,29.0,no first departure,0.0,0.0,1,Detroit, MI,Cincinnati, OH,2019-01-21,2019-01-21 10:00:00,2019-01-21 11:22:00,1,0,1,5,1,0,0,600,682,10,11,3,Sunny
14006,2019-03-09,F9,N711FR,101,14843,10397,16:59:00,1730.0,31.0,18.0,1748.0,2033.0,43.0,20:10:00,2116.0,66.0,0.0,not cancelled,0.0,251.0,286.0,225.0,1547.0,0.0,0.0,35.0,0.0,31.0,no first departure,0.0,0.0,0,San Juan, PR,Atlanta, GA,2019-03-09,2019-03-09 16:59:00,2019-03-09 20:10:00,3,5,2,2,2,1,1,1019,1210,16,20,5,Sunny
3083,2018-03-07,OO,N432SW,4546,10397,10980,18:45:00,1915.0,30.0,14.0,1929.0,1953.0,5.0,19:30:00,1958.0,28.0,0.0,not cancelled,0.0,45.0,43.0,24.0,106.0,28.0,0.0,0.0,0.0,0.0,no first departure,0.0,0.0,1,Atlanta, GA,Chattanooga, TN,2018-03-07,2018-03-07 18:45:00,2018-03-07 19:30:00,3,2,2,1,2,0,0,1125,1170,18,19,6,Clear
13219,2019-04-04,G4,333NV,57,10423,12889,16:50:00,1702.0,12.0,20.0,1722.0,1759.0,4.0,17:43:00,1803.0,20.0,0.0,not cancelled,0.0,173.0,181.0,157.0,1090.0,9.0,0.0,8.0,0.0,3.0,no first departure,0.0,0.0,0,Austin, TX,Las Vegas, NV,2019-04-04,2019-04-04 16:50:00,2019-04-04 17:43:00,4,3,2,1,1,0,0,1010,1063,16,17,5,Sunny
1160,2018-08-27,OO,N915EV,4778,13487,11775,19:25:00,2045.0,80.0,17.0,2102.0,2141.0,7.0,20:30:00,2148.0,78.0,0.0,not cancelled,0.0,65.0,63.0,39.0,196.0,0.0,0.0,37.0,0.0,41.0,no first departure,0.0,0.0,1,Minneapolis, MN,Sioux Falls, SD,2018-08-27,2018-08-27 19:25:00,2018-08-27 20:30:00,8,0,3,4,2,0,0,1165,1230,19,20,6,Moderate or heavy rain shower
